,Title,Citation,Conference,Publisher,Journal,Date,Authors
1267,Report on User Input for Updating Resources,1,Unknown,Unknown,Unknown,Unknown,"Lorraine Goeuriot, Liadh Kelly, Sascha Kriewel, Gareth Jones, Ivan Martinez, Miguel Angel Tinte Garcia Rodriguez, Pavel Pecina, Ales Tamchyna, RenÃ© Donner"
1268,Knowing Where and What to Write in Automated Live Video Comments: A Unified Multi-Task Approach,Unknown,Unknown,Unknown,Unknown,2021,"Hao Wu, Gareth James Francis Jones, Francois Pitie"
1269,Report on the CHIIR 2021 third workshop on evaluation of personalisation in information retrieval (WEPIR 2021),Unknown,Unknown,ACM,ACM SIGIR Forum,2021,"Gareth JF Jones, Nicholas J Belkin, Noriko Kando, Gabriella Pasi"
1270,Report on supporting and understanding of conversational dialogues workshop (SUD 2021) at WSDM 2021,Unknown,Unknown,ACM,ACM SIGIR Forum,2021,"Debasis Ganguly, Gareth JF Jones, Procheta Sen, Manisha Verma, Dipasree Pal"
1271,Podcast Metadata and Content: Episode Relevance and Attractiveness in Ad Hoc Search,Unknown,Unknown,Unknown,Unknown,2021,"Ben Carterette, Rosie Jones, Gareth F Jones, Maria Eskevich, Sravana Reddy, Ann Clifton, Yongze Yu, Jussi Karlgren, Ian Soboroff"
1272,Chinese Character Decomposition for Neural MT with Multi-Word Expressions,Unknown,Unknown,Unknown,arXiv preprint arXiv:2104.04497,2021,"Lifeng Han, Gareth JF Jones, Alan F Smeaton, Paolo Bolzoni"
1273,A Conceptual Framework for Implicit Evaluation of Conversational Search Interfaces,Unknown,Unknown,Unknown,arXiv preprint arXiv:2104.03940,2021,"Abhishek Kaushik, Gareth JF Jones"
1274,TRECVID 2020 VIDEO SUMMARIZATION INTRODUCTION AND TASK OVERVIEW* Pilot Task,Unknown,Unknown,Unknown,Unknown,2021,"Keith Curtis, Gareth Jones"
1275,Preface to the Third Workshop on Evaluation of Personalisation in Information Retrieval (WEPIR 2021),Unknown,Unknown,CEUR-WS,CEUR Workshop Proceedings,2021,"Nicholas J Belkin, Gareth JF Jones, Noriko Kando, Gabriella Pasi"
1276,Evaluating Professional Search: A German Construction Law Use Case,Unknown,Unknown,Unknown,Unknown,2020,"Wei Li, Gareth JF Jones"
1277,The Curious Case of IR Explainability: Explaining Document Scores within and across Ranking Models,Unknown,Unknown,Unknown,Unknown,2020,"Procheta Sen, Debasis Ganguly, Manisha Verma, Gareth JF Jones"
1278,Third Workshop on Evaluation of Personalisation in Information Retrieval (WEPIR 2020) In Memoriam Seamus Lawless,Unknown,Unknown,Unknown,Unknown,2020,"Gareth JF Jones, Nicholas J Belkin, Noriko Kando, Gabriella Pasi"
1279,DCU-ADAPT at the TREC 2020 Podcasts Track,Unknown,Unknown,Unknown,Unknown,2020,"Yasufumi Moriya, Gareth JF Jones"
1280,Studying Online and Offline Evaluation Measures: A Case Study Based on the NTCIR-14 OpenLiveQ-2 Task,Unknown,NII Conference on Testbeds and Community for Information Access Research,"Springer, Cham",Unknown,2019,"Piyush Arora, Gareth JF Jones"
1281,Report on the Second Workshop on Exploitation of Social Media for Emergency Relief and Preparedness (SMERP 2018) at the Web Conference (WWW) 2018,Unknown,Unknown,ACM,ACM SIGIR Forum,2019,"Saptarshi Ghosh, Kripabandhu Ghosh, Debasis Ganguly, Tanmoy Chakraborty, Gareth JF Jones, Marie-Francine Moens"
1282,DCU-ADAPT at MediaEval 2019: Eyes and Ears Together.,Unknown,MediaEval,Unknown,Unknown,2019,"Yasufumi Moriya, Gareth JF Jones"
1283,MediaEval 2019: Eyes and Ears Together.,Unknown,MediaEval,Unknown,Unknown,2019,"Yasufumi Moriya, Ramon Sanabria, Florian Metze, Gareth JF Jones"
1284,DCU-ADAPT at MediaEval 2019: GameStory.,Unknown,MediaEval,Unknown,Unknown,2019,"Yasufumi Moriya, Gareth JF Jones"
1285,"Report on CLEF 2017: Experimental IR Meets Multilinguality, Multimodality, and Interaction",Unknown,Unknown,ACM,ACM SIGIR Forum,2018,"Linda Cappellato, Nicola Ferro, Lorraine Goeuriot, Julio Gonzalo, Gareth JF Jones, Liadh Kelly, SÃ©amus Lawless, Thomas Mandl"
1286,Utilisation of Linguistic and Paralinguistic Features for Academic Presentation Summarisation,Unknown,"International Joint Conference on Computer Vision, Imaging and Computer Graphics","Springer, Cham",Unknown,2018,"Keith Curtis, Nick Campbell, Gareth JF Jones"
1287,Eyes and ears together: new task for multimodal spoken content analysis,Unknown,Unknown,CEUR-WS,Unknown,2018,"Yasufumi Moriya, Ramon Sanabria, Florian Metze, Gareth JF Jones"
1288,Modification of graphene for applications in optoelectronic devices,Unknown,Unknown,University of Exeter,Unknown,2017,Gareth Francis Jones
1289,Rubreneâ€“graphene phototransistors in the visible regime,Unknown,Unknown,Unknown,research@ ua,2017,"GF Jones, RM Pinto, A De Sanctis, VK Nagareddy, CD Wright, H Alves, MF Craciun, S Russo"
1290,Video hyperlinking (LNK) TRECVID 2017,Unknown,"2017 TREC Video Retrieval Evaluation, TRECVID 2017",Unknown,Unknown,2017,"Maria Eskevich, Roeland Ordelman, Gareth JF Jones, Benoit Huet"
1291,"Experimental IR meets multilinguality, multimodality, and interaction. In Proceedings of the Eighth International Conference of the CLEF Association (CLEF 2017). Lecture Notes â€¦",Unknown,Unknown,Unknown,Unknown,2017,"Gareth JF Jones, Seamus Lawless, Julio Gonzalo, Liadh Kelly, Lorraine Goeuriot, Thomas Mandl, Linda Capellato, Nicola Ferro"
1292,MediaEval 2017: Multimedia Benchmark Workshop Working Notes Proceedings of the MediaEval 2017 Workshop co-located with the Conference and Labs of the Evaluation Forum (CLEF â€¦,Unknown,Unknown,[Sl]: CEUR,Unknown,2017,"G Gravier, B Bischke, C-H Demarty, M Zaharieva, M Riegler, E Dellandrea, D Bogdanov, R Sutcliffe, GJF Jones, M Larson"
1293,Joint Estimation of Topics and Hashtag Relevance in Cross-Lingual Tweets,Unknown,Unknown,Unknown,Unknown,2016,"Procheta Sen, Debasis Ganguly, Gareth JF Jones"
1294,Medical Information Search Workshop (MEDIR),Unknown,Unknown,Unknown,Unknown,2016,"Steven Bedrick, Lorraine Goeuriot, Gareth JF Jones, Anastasia Krithara, Henning Mueller, George Paliouras"
1295,Correction: Functional modulation and directed assembly of an enzyme through designed non-natural post-translation modification,Unknown,Unknown,Royal Society of Chemistry,Chemical science,2016,"Andrew M Hartley, Athraa J Zaki, Adam R McGarrity, Cecile Robert-Ansart, Andriy V Moskalenko, Gareth F Jones, Monica F Craciun, Saverio Russo, Martin Elliott, J Emyr Macdonald, D Dafydd Jones"
1296,Working Notes Proceedings of the MediaEval Workshop,Unknown,Unknown,Unknown,Unknown,2016,"Guillaume Gravier, Claire-HÃ©lÃ¨ne Demarty, HervÃ© Bredin, Ionescu Bogdan, Boididou Christina, Emmanuel DellandrÃ©a, Choi Jaeyong, Michael A Riegler, Sutcliffe Richard, Igor SzÃ¶ke, Gareth JF Jones, Martha Larson"
1297,"Journal of Information Retrieval, Special Issue on Medical Information Retrieval. Volume 19, Issue 1-2, April 2016.",Unknown,Unknown,Unknown,Unknown,2016,"Lorraine Goeuriot, Gareth Jf Jones, Liadh Kelly, Henning Mueller, Justin Zobel"
1298,"MediaEval 2016: Multimedia Benchmark Workshop, Working Notes Proceedings of the MediaEval 2016 Workshop Hilversum, The Netherlands, October 20-21, 2016",Unknown,Unknown,[Sl]: CEUR,Unknown,2016,"G Gravier, C-H Demarty, H Bredin, B Ionescu, C Boididou, E Dellandrea, J Choi, M Riegler, R Sutcliffe, I Szoke, GJF Jones, MA Larson"
1299,Pursuing a Moving Target. Iterative Use of Benchmarking of a Task to Understand the Task,Unknown,Unknown,[Sl]: CEUR,Unknown,2016,"Maria Eskevich, Gareth JF Jones, Robin Aly, Roeland Ordelman, Benoit Huet"
1300,MediaEval 2016 Multimedia Benchmarking Initiative.,Unknown,NTCIR,Unknown,Unknown,2016,Gareth Jones
1301,21aAC-11 CVD Graphene/Lead (Pb)-based Cooper-pair splitter,Unknown,Meeting Abstracts of the Physical Society of Japan 70.1,The Physical Society of Japan,Unknown,2015,"Borzenets IV, Y Shimazaki, G Jones, M Craciun, S Russo, M Yamamoto, S Tarucha"
1302,Graphene/Lead (Pb)-based Cooper-pair splitter,Unknown,Unknown,Unknown,APS March Meeting Abstracts,2015,"Ivan Borzenets, Yuya Shimazaki, Gareth Jones, Saverio Russo, Michihisa Yamamoto, Seigo Tarucha"
1303,21aAC-11 CVD Graphene/Lead (Pb)-based Cooper-pair splitter,Unknown,Unknown,ä¸€èˆ¬ç¤¾å›£æ³•äºº æ—¥æœ¬ç‰©ç†å­¦ä¼š,æ—¥æœ¬ç‰©ç†å­¦ä¼šè¬›æ¼”æ¦‚è¦é›†,2015,"IV Borzenets, Y Shimazaki, G Jones, M Craciun, S Russo, M Yamamoto, S Tarucha"
1304,Overview of the Automated Story Illustration Task at FIRE,Unknown,Unknown,Unknown,Unknown,2015,"Debasis Ganguly, Iacer Calixto, Gareth Jones"
1305,Medical Information Retrieval Workshop at SIGIR 2014,Unknown,Unknown,Unknown,Unknown,2014,"Lorraine Goeuriot, Gareth JF Jones, Liadh Kelly, Henning MÃ¼ller, Justin Zobel"
1306,MedIR14: medical information retrieval workshop,Unknown,Unknown,Unknown,Unknown,2014,"Lorraine Goeuriot, Gareth JF Jones, Liadh Kelly, Henning MÃ¼ller, Justin Zobel"
1307,Search for strong production of supersymmetric particles in final states with missing transverse momentum and at least three b-jets atâˆš s= 8 TeV proton-proton collisions with â€¦,Unknown,Unknown,Institute of Physics and IOP Publishing Limited,Journal of High Energy Physics,2014,"P Jackson, N Soni, MJ White, J Bouffard, W Edson, J Ernst, A Fischer, S Guindon, V Jain, AI Butt, P Czodrowski, DM Gingrich, RW Moore, JL Pinfold, A Saddique, A Sbrizzi, HS Subramania, Vaque F Vives, O Cakir, AK Ciftci, R Ciftci, Yildiz H Duran, S Kuday, M Yilmaz, S Sultansoy, Cakir I Turk, Z Barnovska, N Berger, M Delmastro, L Di Ciaccio, TKO Doan, S Elles, C Goy, T Hryn'Ova, S JÃ©zÃ©quel, H Keoshkerian, I Koletsou, R Lafaye, J LevÃªque, VP Lombardo, N Massol, H Przysiezniak, G Sauvage, E Sauvan, M Schwoerer, O Simard, T Todorov, I Wingerter-Seez, L Asquith, B Auerbach, RE Blair, S Chekanov, JT Childers, EJ Feng, AT Goshaw, T Lecompte, J Love, D Malon, DH Nguyen, L Nodulman, A Paramonov, LE Price, J Proudfoot, Ferrando BM Salvachua, RW Stanek, P Van Gemmeren, A Vaniachine, R Yoshida, J Zhang, E Cheu, KA Johns, V Kaushik, CL Lampen, W Lampl, X Lei, R Leone, P Loch, R Nayyar, F O'grady, JP Rutherfoord, MA Shupe, B Toggerson, EW Varnes, J Veatch, A Brandt, D CÃ´tÃ©, S Darmora, K De, A Farbin, J Griffiths, HK Hadavand, L Heelan, HY Kim, M Maeno, P Nilsson, N Ozturk, R Pravahan, M Sosebee, B Spurlock, AR Stradling, G Usai, A Vartapetian, A White, J Yu, S Angelidakis, A Antonaki, S Chouridou, D Fassouliotis, N Giokaris, P Ioannou, K Iordanidou, C Kourkoumelis, A Manousakis-Katsikakis, N Tsirintanis, T Alexopoulos, M Byszewski, M Dris, EN Gazis, G Iakovidis, K Karakostas, N Karastathis, S Leontsinis, S Maltezos, K Ntekas, E Panagiotopoulou, TD Papadopoulou, G Tsipolitis, S Vlachos, F Khalil-Zada, M Bosman, Armadans R Caminal, MP Casado, M Casolino, M Cavalli-Sforza, MC Conidi, A Cortes-Gonzalez, T Farooque, S Fracchia, V Giangiobbe, Parra G Gonzalez, S Grinstein, Rozas A Juste, I Korolkov, E Le Menedeu, Paz I Lopez, M Martinez, LM Mir, Berlingen J Montejo, Pages A Pacheco, Aranda C Padilla"
1308,Report on the SIGIR workshop on medical information retrieval (MedIR),Unknown,Unknown,27-28 November 2014,Unknown,2014,"Henning MÃ¼ller, Lorraine Goeuriot, Liadh Kelly, Gareth Jones, Justin Zobel"
1309,Task 3: User-centred health information retrieval,Unknown,Unknown,15-18 September 2014,Unknown,2014,"Henning MÃ¼ller, Lorraine Goeuriot, Liadh Kelly, Wei Li, JoÃ£o Palotti, Pavel Pecina, Guido Zuccon, Allan Hanbury, Gareth Jones"
1310,Utilizing episodic context in search of personal information archives,Unknown,Unknown,Unknown,Unknown,2013,"Yi Chen, Gareth JF Jones"
1311,Basic Science 208. Stem Cell Factor Expression is Increased in the Skin of Patients with Systemic Sclerosis and Promotes Proliferation and Migration of Fibroblasts in vitro,Unknown,Unknown,Oxford University Press,Rheumatology,2013,"Sarah Karrar, Xu Shiwen, Joana Nikotorowicz-Buniak, David J Abraham, Christopher Denton, Richard Stratton, Rachel Bayley, Kerry A Kite, Elizabeth Clay, Jacqueline P Smith, George D Kitas, Christopher Buckley, Stephen P Young, Lingying Ye, Libin Zhang, Jane Goodall, Hill Gaston, Huji Xu, Pamela M Lutalo, Yuan Zhao, Lee Meng Choong, Shirish Sangle, Jo Spencer, David D'Cruz, Oliwia J Rysnik, Kirsty McHugh, Paul Bowness, Lisa Rump-Goodrich, Derek Mattey, Oksana Kehoe, Jim Middleton, Alison Cartwright, Caroline Schmutz, Ayman Askari, Jim Middleton, David H Gardner, Louisa E Jeffery, Karim Raza, David M Sansom, Elizabeth Clay, Rachel Bayley, Martin Fitzpatrick, Graham Wallace, Stephen Young, Jacqueline Shaw, Hiroko Hatano, Alberto Cauli, Joanna L Giles, Kirsty McHugh, Alessandro Mathieu, Paul Bowness, Simon Kollnberger, Steve Webster, Lou Ellis, Louise M O'Brien, Tim J Fitzmaurice, Hill Gaston, Jane Goodall, Abdul Nazeer Moideen, Laura Evans, Louise Osgood, Anwen Williams, Simon Jones, Christopher Thomas, Valerie O'Donnell, Mari Nowell, Lylia Ouboussad, Sinisa Savic, Laura J Dickie, Janina Hintze, Chi H Wong, Graham P Cook, Maya Buch, Paul Emery, Michael F McDermott, Sarah A Hardcastle, Celia L Gregson, Kevin Deere, George Davey Smith, Paul Dieppe, Jonathan H Tobias, Elaine Dennison, Mark Edwards, James Bennett, David Coggon, Keith Palmer, Cyrus Cooper, Dan McWilliams, Adam Young, Patrick D Kiely, David Walsh, Hilary J Taylor, Ian Harding, John Hutchinson, Ian Nelson, Ashley Blom, Jon Tobias, Emma Clark, Joshua Parker, Marwan Bukhari, Dan McWilliams, Keeranur Jayakumar, Adam Young, Patrick Kiely, David Walsh, Janet Diffin, Mark Lunt, Tarnya Marshall, Jackie Chipping, Deborah Symmons, Suzanne Verstappen, Hilary J Taylor, Ian Harding, John Hutchinson, Ian Nelson, Jon Tobias, Emma Clark, James Bluett, John Bowes, Pauline Ho, Neil McHugh, David Buden, Oliver Fitzgerald, Anne Barton, John R Glossop, Nicola B Nixon, Richard D Emes, Peter T Dawes, William E Farrell, Derek L Mattey, Ian C Scott, Sophia Steer, Seth Seegobin, Anne M Hinks, Stephen Eyre, Ann Morgan, Anthony G Wilson, Lynne Hocking, Paul Wordsworth, Anne Barton, Jane Worthington, Andrew Cope, Cathryn M Lewis, Sandra Guerra, Bahja A Ahmed, Christopher Denton, David Abraham, Carmen Fonseca, James Robinson, John Taylor"
1312,Essentials in Rheumatology: Disease Management I29. Recognition and Management of the Auto-Inflammatory Diseases,Unknown,Unknown,Oxford University Press,Rheumatology,2013,"Dennis McGonagle, Frank McKenna, Toby Maher, Ronan Kavanagh, Anne-Marie Cunningham, Martin Lee, Ruth Grosart, Richard Wakefield, David Kane, Wolfgang Schmidt, Tracey Young, Mwidimi Ndosi, Martyn Lewis, Claire Hale, Howard Bird, Sarah Ryan, Helen Quinn, Elizabeth McIvor, Julia Taylor, Gail Burbage, Deborah Bond, Jo White, Debbie Chagadama, Sandra Green, Lesley Kay, Adrian V Pace, Victoria Bejarano, Paul Emery, Jackie Hill, Michael Hurley, Mark Porcheret, Oliver Hart, David Oliver, Laura Coates, Michael Backhouse, Laura Coates, David Pickles, Victoria Chamberlain, Karen Partridge, David Pickles, Andrew Keat, Peter Maddison, Peter Taylor, Andrew Dillon, Victoria Chapman, Tamar Pincus, Dave Shelton, Esteban Ballestar, John Loughlin, Paul-Peter Tak, Rab Prinjha, Lesley Regan, David D'Cruz, Gareth Jones, Jenny Lewis, Marlies den Hollander, Marielle Goossens, Jeroen de Jong, Rob Smeets, Johan Vlaeyen, John Ioannou, Janet McDonagh, Jacqui Clinch, Clarissa Pilkington, Stefan Siebert, Jane Martindale, Colin Beevor, Claire Jeffries, Chris Deighton, Alan Nye, Debbie Cook, Peter Taylor, Jill Firth, David Pickles, Victoria Chamberlain, Peter Taylor, Paul Emery"
1313,Computational studies investigating the effect of sequencing and environment on the conductance of DNA nanowires,Unknown,Unknown,Cambridge University Press,MRS Online Proceedings Library (OPL),2013,"Gareth Jones, Watheq Elias, M Elliott, CC Matthai"
1314,Khresmoi-multilingual semantic search of medical text and images,Unknown,Unknown,Unknown,Studies in Health Technology and Informatics,2013,Niraj Aswani
1315,A Study into Annotation Ranking Metrics in Community Contributed Image Corpora,Unknown,International Workshop on Adaptive Multimedia Retrieval,"Springer, Cham",Unknown,2012,"Mark Hughes, Gareth JF Jones, Noel E Oâ€™Connor"
1316,DCU search runs at MediaEval 2012: search and hyperlinking task,Unknown,Unknown,CEUR-WS. org,MediaEval 2012,2012,"Maria Eskevich, Gareth JF Jones"
1317,Multi-platform image search using tag enrichment,Unknown,Unknown,Unknown,Unknown,2012,"Jinming Min, Cristover Lopes, Johannes Leveling, Dag Schmidtke, Gareth JF Jones"
1318,Foundations and TrendsÂ® in Information Retrieval,Unknown,Unknown,Unknown,Foundations and TrendsÂ® in Information Retrieval,2012,"Martha Larson, Gareth JF Jones"
1319,MediaEval 2011 evaluation campaign,Unknown,Unknown,"ERCIM EEIG, BP 93, F-06902 Sophia-Antipolis Cedex, France",ERCIM News,2012,"Gareth JF Jones, Martha Larson"
1320,Electrical conduction along porphyrin wires using the self-consistent extended-Huckel and non-equilibrium Greenâ€™s function methods,Unknown,Unknown,Cambridge University Press,MRS Online Proceedings Library (OPL),2012,"Gareth Jones, Martin Elliott, Clarence Cherian Matthai"
