,Title,Citation,Conference,Publisher,Journal,Date,Authors
1071,Dcu@ fire 2011: Sms-based faq retrieval,13,Unknown,Unknown,"3rd Workshop of the Forum for Information Retrieval Evaluation, FIRE",2011,"Deirdre Hogan, Johannes Leveling, Hongyi Wang, Paul Ferguson, Cathal Gurrin"
1072,Term weighting approaches for mining significant locations from personal location logs,13,2010 10th IEEE International Conference on Computer and Information Technology,IEEE,Unknown,2010,"Zhengwei Qiu, Cathal Gurrin, Aiden R Doherty, Alan F Smeaton"
1073,A deep learning based food recognition system for lifelog images,12,Unknown,Scitepress–Science and Technology Publications,Unknown,2018,"Binh T Nguyen, Duc Tien Dang Nguyen, Tien X Dang, Phat Thai, Cathal Gurrin"
1074,Towards consent-based lifelogging in sport analytic,12,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2015,"Håvard Johansen, Cathal Gurrin, Dag Johansen"
1075,Towards activity recommendation from lifelogs,12,Unknown,Unknown,Unknown,2014,"Gunjan Kumar, Houssem Jerbi, Cathal Gurrin, Michael P O'Mahony"
1076,Exploring the technical challenges of large-scale lifelogging,12,Unknown,Unknown,Unknown,2013,"Cathal Gurrin, Alan F Smeaton, Zhengwei Qiu, Aiden Doherty"
1077,Localization and recognition of the scoreboard in sports video based on SIFT point matching,12,International Conference on Multimedia Modeling,"Springer, Berlin, Heidelberg",Unknown,2011,"Jinlin Guo, Cathal Gurrin, Songyang Lao, Colum Foley, Alan F Smeaton"
1078,I like to log: a questionnaire study towards accessible lifelogging for older users,12,Unknown,Unknown,Unknown,2010,"Niamh Caprani, Cathal Gurrin, Noel E O'Connor"
1079,Integrating interactivity into visualising sentiment analysis of blogs,12,Unknown,Unknown,Unknown,2010,"Hyowon Lee, Paul Ferguson, Neil O'Hare, Cathal Gurrin, Alan F Smeaton"
1080,Lifeseeker 2.0: Interactive lifelog search engine at lsc 2020,11,Unknown,Unknown,Unknown,2020,"Tu-Khiem Le, Van-Tu Ninh, Minh-Triet Tran, Thanh-An Nguyen, Hai-Dang Nguyen, Liting Zhou, Graham Healy, Cathal Gurrin"
1081,VRLE: lifelog interaction prototype in virtual reality: lifelog search challenge at ACM ICMR 2020,11,Unknown,Unknown,Unknown,2020,"Aaron Duane, Björn Þór Jónsson, Cathal Gurrin"
1082,The use of wearable cameras in assessing children's dietary intake and behaviours in China,11,Unknown,Academic Press,Appetite,2019,"Qianling Zhou, Di Wang, Cliona Ni Mhurchu, Cathal Gurrin, Jiang Zhou, Yu Cheng, Haijun Wang"
1083,Finding motifs in large personal lifelogs,11,Unknown,Unknown,Unknown,2016,"Na Li, Martin Crane, Cathal Gurrin, Heather J Ruskin"
1084,Visual insights from personal lifelogs,11,Unknown,Unknown,Proceedings of the 12th NTCIR Conference on Evaluation of Information Access…,2016,"Aaron Duane, Rashmi Gupta, Liting Zhou, Cathal Gurrin"
1085,Enhancing the functionality of interactive TV with content-based multimedia analysis,11,2009 11th IEEE International Symposium on Multimedia,IEEE,Unknown,2009,"Paul Ferguson, Cathal Gurrin, Hyowon Lee, Sorin Sav, Alan F Smeaton, Noel E O'Connor, Yoon-Hee Choi, Heeseon Park"
1086,An investigation into event decay from large personal media archives,11,Unknown,Unknown,Unknown,2009,"Aiden R Doherty, Cathal Gurrin, Alan F Smeaton"
1087,Information access tasks and evaluation for personal lifelogs,11,Unknown,Unknown,Unknown,2008,"Gareth JF Jones, Cathal Gurrin, Liadh Kelly, Daragh Byrne, Yi Chen"
1088,WAIFR web-browsing attention recorder based on a state-transition model,11,Unknown,Unknown,Unknown,2006,"Dmitrii Zagorodnov, Lars Brenna, Cathal Gurrin, Dag Johansen"
1089,On the use of MeSH headings to improve retieval effectiveness,11,Unknown,Unknown,Unknown,2003,"Stephen Blott, Cathal Gurrin, Gareth JF Jones, Alan F Smeaton"
1090,Overview of MediaEval 2019: Insights for Wellbeing TaskMultimodal Personal Health Lifelog Data Analysis.,10,MediaEval,Unknown,Unknown,2019,"Minh-Son Dao, Peijiang Zhao, Tomohiro Sato, Koji Zettsu, Duc-Tien Dang-Nguyen, Cathal Gurrin, Ngoc-Thanh Nguyen"
1091,Lifelog exploration prototype in virtual reality,10,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2018,"Aaron Duane, Cathal Gurrin"
1092,Factorizing time-aware multi-way tensors for enhancing semantic wearable sensing,10,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2015,"Peng Wang, Alan F Smeaton, Cathal Gurrin"
1093,Life-long collections: motivations and the implications for lifelogging with mobile devices,10,Unknown,IGI Global,International Journal of Mobile Human Computer Interaction (IJMHCI),2014,"Niamh Caprani, Paulina Piasek, Cathal Gurrin, Noel E O'Connor, Kate Irving, Alan F Smeaton"
1094,Short user-generated videos classification using accompanied audio categories,10,Unknown,Unknown,Unknown,2012,"Jinlin Guo, Cathal Gurrin"
1095,TRECVid 2011 experiments at Dublin city university,10,Unknown,NIST,Unknown,2012,"David Scott, Jinlin Guo, Colum Foley, Frank Hopfgartner, Cathal Gurrin, Alan F Smeaton"
1096,Green multimedia: informing people of their carbon footprint through two simple sensors,10,Unknown,Unknown,Unknown,2010,"Aiden R Doherty, Zhengwei Qiu, Colum Foley, Hyowon Lee, Cathal Gurrin, Alan F Smeaton"
1097,Browsing large personal multimedia archives in a lean-back environment,10,International Conference on Multimedia Modeling,"Springer, Berlin, Heidelberg",Unknown,2010,"Cathal Gurrin, Hyowon Lee, Niamh Caprani, ZhenXing Zhang, Noel O’connor, Denise Carthy"
1098,Content-Based Video Retrieval.,10,Unknown,Unknown,Unknown,2009,Cathal Gurrin
1099,Voxento: a prototype voice-controlled interactive search engine for lifelogs,9,Unknown,Unknown,Unknown,2020,"Ahmed Alateeq, Mark Roantree, Cathal Gurrin"
1100,Overview of NTCIR-13 NAILS task,9,Unknown,NRCIR,Unknown,2017,"Graham Healy, Tomás E Ward, Cathal Gurrin, Alan F Smeaton"
1101,Evaluating access mechanisms for multimodal representations of lifelogs,9,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2016,"Zhengwei Qiu, Cathal Gurrin, Alan F Smeaton"
1102,Faceted navigation for browsing large video collection,9,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2016,"Zhenxing Zhang, Wei Li, Cathal Gurrin, Alan F Smeaton"
1103,Muithu: A touch-based annotation interface for activity logging in the norwegian premier league,9,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2014,"Magnus Stenhaug, Yang Yang, Cathal Gurrin, Dag Johansen"
1104,Design and field evaluation of REMPAD: A recommender system supporting group reminiscence therapy,9,International Joint Conference on Ambient Intelligence,"Springer, Cham",Unknown,2013,"Yang Yang, Niamh Caprani, Adam Bermingham, Julia O’Rourke, Rónán Collins, Cathal Gurrin, Alan F Smeaton"
1105,Personal lifelog visualization,9,Unknown,Unknown,Unknown,2013,"Yang Yang, Cathal Gurrin"
1106,Exploring the optimal visual vocabulary sizes for semantic concept detection,9,2013 11th International Workshop on Content-Based Multimedia Indexing (CBMI),IEEE,Unknown,2013,"Jinlin Guo, Zhengwei Qiu, Cathal Gurrin"
1107,Zhiwo: Activity tagging and recognition system for personal lifelogs,9,Unknown,Unknown,Unknown,2013,"Lijuan Marissa Zhou, Cathal Gurrin, Zhengwei Qiu"
1108,Motivating lifelogging practices through shared family reminiscence,9,Unknown,Unknown,Unknown,2011,"Niamh Caprani, Noel E O'Connor, Cathal Gurrin"
1109,Advances in information retrieval,9,Unknown,Unknown,Lecture Notes in Computer Science,2011,"WX Zhao, J Jiang, J Weng, J He, EP Lim, H Yan, P Clough, C Foley, C Gurrin, G Jones, W Kraaij, H Lee, V Murdock"
1110,Social recommendation and visual analysis on the TV,9,Unknown,Unknown,Unknown,2010,"Cathal Gurrin, Hyowon Lee, Paul Ferguson, Alan F Smeaton, Noel E O'Connor, Yoonhee Choi, Heeseon Park"
1111,Automatic subscriptions in publish-subscribe systems,9,26th IEEE International Conference on Distributed Computing Systems Workshops (ICDCSW'06),IEEE,Unknown,2006,"Lars Brenna, Cathal Gurrin, Dag Johansen, Dmitrii Zagorodnov"
1112,Retrieval of similar travel routes using GPS tracklog place names,9,Unknown,Unknown,Unknown,2006,"Aiden R Doherty, Cathal Gurrin, Gareth JF Jones, Alan F Smeaton"
1113,A study of selection noise in collaborative Web search,9,Unknown,Unknown,Unknown,2005,"Oisín Boydell, Barry Smyth, Cathal Gurrin, Alan F Smeaton"
1114,Fischlár@ TRECVID2003: system description,9,Unknown,Unknown,Unknown,2004,"Cathal Gurrin, Hyowon Lee, Alan F Smeaton"
1115,Baseline analysis of a conventional and virtual reality lifelog retrieval system,8,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2020,"Aaron Duane, Cathal Gurrin"
1116,A Baseline Interactive Retrieval Engine for Visual Lifelogs at the NTCIR-14 Lifelog-3 Task,8,NII Conference on Testbeds and Community for Information Access Research,"Springer, Cham",Unknown,2019,"Van-Tu Ninh, Tu-Khiem Le, Liting Zhou, Graham Healy, Kaushik Venkataraman, Minh-Triet Tran, Duc-Tien Dang-Nguyen, Sinead Smyth, Cathal Gurrin"
1117,"Imageclef 2019: Multimedia retrieval in lifelogging, medical, nature, and security applications",8,European Conference on Information Retrieval,"Springer, Cham",Unknown,2019,"Bogdan Ionescu, Henning Müller, Renaud Péteri, Duc-Tien Dang-Nguyen, Luca Piras, Michael Riegler, Minh-Triet Tran, Mathias Lux, Cathal Gurrin, Yashin Dicente Cid, Vitali Liauchuk, Vassili Kovalev, Asma Ben Abacha, Sadid A Hasan, Vivek Datla, Joey Liu, Dina Demner-Fushman, Obioma Pelka, Christoph M Friedrich, Jon Chamberlain, Adrian Clark, Alba Garcia Seco de Herrera, Narciso Garcia, Ergina Kavallieratou, Carlos Roberto del Blanco, Carlos Cuevas Rodríguez, Nikos Vasillopoulos, Konstantinos Karampidis"
1118,LSE2018 panel-Challenges of lifelog search and access,8,Unknown,Unknown,Unknown,2018,"Duc-Tien Dang-Nguyen, Klaus Schoeffmann, Wolfgang Hurst"
1119,Geospatial access to lifelogging photos in virtual reality,8,Unknown,Unknown,Unknown,2018,"Wolfgang Hürst, Kevin Ouwehand, Marijn Mengerink, Aaron Duane, Cathal Gurrin"
1120,Approaches for event segmentation of visual lifelog data,8,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2018,"Rashmi Gupta, Cathal Gurrin"
1121,An eeg image-search dataset: A first-of-its-kind in IR/IIR. NAILS: neurally augmented image labelling strategies,8,Unknown,Unknown,Unknown,2017,"Graham Healy, Zhengwei Wang, Cathal Gurrin, Tomás E Ward, Alan F Smeaton"
1122,Físréal: a low cost terabyte search engine,8,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2005,"Paul Ferguson, Cathal Gurrin, Peter Wilkins, Alan F Smeaton"
1123,First-flexible interactive retrieval system for visual lifelog exploration at LSC 2020,7,Unknown,Unknown,Unknown,2020,"Minh-Triet Tran, Thanh-An Nguyen, Quoc-Cuong Tran, Mai-Khiem Tran, Khanh Nguyen, Van-Tu Ninh, Tu-Khiem Le, Hoang-Phuc Trang-Trung, Hoang-Anh Le, Hai-Dang Nguyen, Trong-Le Do, Viet-Khoa Vo-Ho, Cathal Gurrin"
1124,Interactive Video Search: Where is the User in the Age of Deep Learning?,7,Unknown,Unknown,Unknown,2018,"Klaus Schoeffmann, Werner Bailer, Cathal Gurrin, George Awad, Jakub Lokoč"
1125,Investigating older and younger peoples' motivations for lifelogging with wearable cameras,7,2013 IEEE International Symposium on Technology and Society (ISTAS): Social Implications of Wearable Computing and Augmediated Reality in Everyday Life,IEEE,Unknown,2013,"Niamh Caprani, Noel E O'Connor, Cathal Gurrin"
1126,Identifying motivations for life-long collections and their implications for lifelogging,7,Unknown,Unknown,Unknown,2013,"Niamh Caprani, Paulina Piasek, Noel E O'Connor, Cathal Gurrin, Kate Irving, Alan F Smeaton"
1127,Multiscaled cross-correlation dynamics on sensecam lifelogged images,7,International Conference on Multimedia Modeling,"Springer, Berlin, Heidelberg",Unknown,2013,"Na Li, Martin Crane, Heather J Ruskin, Cathal Gurrin"
1128,"Advances in Multimedia Modeling: 19th International Conference, MMM 2012, Huangshan, China, January 7-9, 2012, Proceedings, Part II",7,Unknown,Springer,Unknown,2013,"Shipeng Li, Abdulmotaleb El Saddik, Meng Wang, Tao Mei, Nicu Sebe, Shuicheng Yan, Richang Hong, Cathal Gurrin"
1129,Towards developing a collaborative video platform for learning,7,Unknown,Unknown,Unknown,2012,"Peter Tiernan, Cathal Gurrin"
1130,The colour of life: novel visualisations of population lifestyles,7,Unknown,Unknown,Unknown,2010,"Philip Kelly, Aiden R Doherty, Alan F Smeaton, Cathal Gurrin, Noel E O'Connor"
1131,Three years of SenseCam images-observations on cued recall,7,Unknown,Unknown,Unknown,2009,"Aiden R Doherty, Katalin Pauly-Takacs, Cathal Gurrin, Chris Moulin, Alan F Smeaton"
1132,Balancing simplicity and functionality in designing user-interface for an interactive tv,7,Unknown,Tampere International Center for Signal Processing,Unknown,2008,"Hyowon Lee, Cathal Gurrin, Paul Ferguson, Sorin Vasile Sav, Thomas Foures, Stephane Lacote, Noel E O'Connor, Alan F Smeaton, Heeseon Park"
1133,A content-based retrieval system for UAV-like video and associated metadata,7,"Airborne Intelligence, Surveillance, Reconnaissance (ISR) Systems and Applications V",International Society for Optics and Photonics,Unknown,2008,"Noel E O'Connor, Thomas Duffy, P Ferguson, C Gurrin, H Lee, DA Sadlier, AF Smeaton, K Zhang"
1134,Overview of NTCIR-15 MART,6,Proceedings of the 15th NTCIR Conference on Evaluation of Information Access Technologies,Sheffield,Unknown,2020,"Graham Healy, T-K Le, Hideo Joho, Frank Hopfgartner, Cathal Gurrin"
1135,Task intelligence workshop@ wsdm 2019,6,Unknown,Unknown,Unknown,2019,"Ahmed Hassan Awadallah, Cathal Gurrin, Mark Sanderson, Ryen W White"
1136,Lifer 2.0: Discovering personal lifelog insights using an interactive lifelog retrieval system,6,Unknown,CLEF,Unknown,2019,"Tu-ninh Van, Tu-Khiem Le, Liting Zhou, Luca Piras, Michael Riegler, Mathias Lux, Minh-Triet Tran, Cathal Gurrin, Duc Tien Dang Nguyen"
1137,An interactive lifelog search engine for lsc2018,6,Unknown,Unknown,Unknown,2018,"Adrià Alsina, Xavier Giró, Cathal Gurrin"
1138,An Interactive Lifelog Retrieval System for Activities of Daily Living Understanding.,6,CLEF (Working Notes),Unknown,Unknown,2018,"Liting Zhou, Luca Piras, Michael Riegler, Mathias Lux, Duc-Tien Dang-Nguyen, Cathal Gurrin"
1139,Smart lifelogging: recognizing human activities using PHASOR,6,Unknown,Scitepress–Science and Technology Publications,Unknown,2017,"Minh Son Dao, Duc Tien Dang Nguyen, Michael Riegler, Cathal Gurrin"
1140,Semantic indexing of wearable camera images: Kids' Cam concepts,6,Unknown,Unknown,Unknown,2016,"Alan F Smeaton, Kevin McGuinness, Cathal Gurrin, Jiang Zhou, Noel E O'Connor, Peng Wang, Brian Davis, Lucas Azevedo, Andre Freitas, Louise Signal, Moira Smith, James Stanley, Michelle Barr, Tim Chambers, Cliona Ní Mhurchu"
1141,Audio-visual classification video browser,6,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2014,"David Scott, Zhenxing Zhang, Rami Albatal, Kevin McGuinness, Esra Acar, Frank Hopfgartner, Cathal Gurrin, Noel E O’Connor, Alan F Smeaton"
1142,Insight Centre for Data Analytics (DCU) at TRECVid 2014: instance search and semantic indexing tasks,6,2014 TREC Video Retrieval Evaluation Notebook Papers and Slides,Unknown,Unknown,2014,"Kevin McGuinness, Eva Mohedano, ZhenXing Zhang, Feiyan Hu, Rami Abatal, Cathal Gurrin, Noel O'Connor, Alan F Smeaton, Amaia Salvador Aguilera, Xavier Giró Nieto, Carles Ventura"
1143,From lifelog to diary: a timeline view for memory reminiscence,6,Unknown,Unknown,Irish HCI conference 2013,2013,"Lijuan Marissa Zhou, Cathal Gurrin, Cheng Yang, Zhengwei Qiu"
1144,Lifelogging: New Challenges for Information Visualization on Mobile Platforms,6,Unknown,Unknown,SIGCHI Workshop on Personal Information Management,2013,"Y Yang, H Lee, C Gurrin"
1145,Dcu at mmm 2013 video browser showdown,6,Unknown,"Springer, Berlin, Heidelberg",Unknown,2013,"David Scott, Jinlin Guo, Cathal Gurrin, Frank Hopfgartner, Kevin McGuinness, Noel E O’Connor, Alan F Smeaton, Yang Yang, Zhenxing Zhang"
1146,Evaluating novice and expert users on handheld video retrieval systems,6,Unknown,"Springer, Berlin, Heidelberg",Unknown,2013,"David Scott, Frank Hopfgartner, Jinlin Guo, Cathal Gurrin"
1147,ShareDay: A novel lifelog management system for group sharing,6,Unknown,"Springer, Berlin, Heidelberg",Unknown,2013,"Lijuan Marissa Zhou, Niamh Caprani, Cathal Gurrin, Noel E O’Connor"
1148,Sharing as a motivation for lifelogging,6,Unknown,Unknown,Unknown,2012,"Niamh Caprani, Cathal Gurrin, Noel E O'Connor"
1149,"Advances in Information Retrieval: 33rd European Conference on IR Resarch, ECIR 2011, Dublin, Ireland, April 18-21, 2011, Proceedings",6,Unknown,Springer Science & Business Media,Unknown,2011,"Paul Clough, Colum Foley, Cathal Gurrin, Gareth JF Jones, Wessel Kraaij, Hyowon Lee, Vanessa Murdock"
1150,Supporting mobile access to digital video archives without user queries,6,Unknown,Unknown,Unknown,2006,"Cathal Gurrin, Lars Brenna, Dmitrii Zagorodnov, Hyowon Lee, Alan F Smeaton, Dag Johansen"
1151,Fischlar-TRECVid-2004: combined text-and image-based searching of video archives,6,2006 IEEE International Symposium on Circuits and Systems,IEEE,Unknown,2006,"NA O'Connor, Hyowon Lee, Alan F Smeaton, Gareth JF Jones, Eddie Cooke, Hervé Le Borgne, Cathal Gurrin"
1152,Supporting relevance feedback in video search,6,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2006,"Cathal Gurrin, Dag Johansen, Alan F Smeaton"
1153,Automatic text searching for personal photos,6,Unknown,CEUR-Workshop Proceedings,Unknown,2006,"Neil O'Hare, Hyowon Lee, Saman H Cooray, Cathal Gurrin, Gareth JF Jones, Jovanka Malobabić, Noel E O'Connor, Alan F Smeaton, Bartlomiej Uscilowski"
1154,others. 2016. Multimedia and Medicine: Teammates for Better Disease Detection and Survival,6,Unknown,Unknown,Proc. of ACM MM,Unknown,"Michael Riegler, Mathias Lux, Carsten Griwodz, Concetto Spampinato, Thomas de Lange, Sigrun L Eskeland, Konstantin Pogorelov, Wallapak Tavanapong, Peter T Schmidt, Cathal Gurrin"
