,Title,Citation,Conference,Publisher,Journal,Date,Authors
1758,A user-centered approach to rushes summarisation via highlight-detected keyframes,9,Unknown,Unknown,Unknown,2007,"Daragh Byrne, Peter Kehoe, Hyowon Lee, Ciarán Ó Conaire, Alan F Smeaton, Noel E O'Connor, Gareth JF Jones"
1759,Multilingual search for cultural heritage archives via combining multiple translation resources,9,Proceedings of the Workshop on Language Technology for Cultural Heritage Data (LaTeCH 2007).,Unknown,Unknown,2007,"Gareth JF Jones, Ying Zhang, Eamonn Newman, Fabio Fantino, Franca Debole"
1760,Examining the contributions of automatic speech transcriptions and metadata sources for searching spontaneous conversational speech,9,Unknown,"Centre for Telematics and Information Technology, Enschede, The Netherlands",Unknown,2007,"Gareth JF Jones, Ke Zhang, Eamonn Newman, Adenike M Lam-Adesina"
1761,Dublin city university at CLEF 2006: Cross-language speech retrieval (CL-SR) experiments,9,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2006,"Gareth JF Jones, Ke Zhang, Adenike M Lam-Adesina"
1762,Investigating cross-language speech retrieval for a spontaneous conversational speech collection,9,"Proceedings of the Human Language Technology Conference of the NAACL, Companion Volume: Short Papers",Unknown,Unknown,2006,"Diana Inkpen, Muath Alzghool, Gareth Jones, Douglas W Oard"
1763,Retrieval of similar travel routes using GPS tracklog place names,9,Unknown,Unknown,Unknown,2006,"Aiden R Doherty, Cathal Gurrin, Gareth JF Jones, Alan F Smeaton"
1764,Adaptive visual summary of lifelog photos for personal information management,9,Unknown,Unknown,Unknown,2006,"Hyowon Lee, Alan F Smeaton, Noel E O'Connor, Gareth JF Jones"
1765,New Challenges for Cross-Language Information Retrieval: multimedia data and the user experience,9,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2000,Gareth JF Jones
1766,An embedding based IR model for disaster situations,8,Unknown,Springer US,Information Systems Frontiers,2018,"Ayan Bandyopadhyay, Debasis Ganguly, Mandar Mitra, Sanjoy Kumar Saha, Gareth JF Jones"
1767,Tempo-lexical context driven word embedding for cross-session search task extraction,8,"Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers)",Unknown,Unknown,2018,"Procheta Sen, Debasis Ganguly, Gareth Jones"
1768,DCU search runs at MediaEval 2014 Search and Hyperlinking,8,Unknown,Unknown,Unknown,2014,"David Racca, Gareth JF Jones"
1769,An investigation into feature effectiveness for multimedia hyperlinking,8,International Conference on Multimedia Modeling,"Springer, Cham",Unknown,2014,"Shu Chen, Maria Eskevich, Gareth JF Jones, Noel E O’Connor"
1770,DCU@ FIRE-2012: rule-based stemmers for Bengali and Hindi,8,Unknown,Unknown,Unknown,2012,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1771,What do people want from their lifelogs?,8,Unknown,Unknown,Unknown,2012,"Yi Chen, Gareth JF Jones"
1772,Evaluating personal information retrieval,8,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2012,"Liadh Kelly, Paul Bunbury, Gareth JF Jones"
1773,Data collection methods for task-based information access in molecular medicine,8,Unknown,Unknown,Unknown,2009,"Sanna Kumpulainen, Kalervo Järvelin, Sami Serola, Aiden R Doherty, Alan F Smeaton, Daragh Byrne, Gareth JF Jones"
1774,DCU and UTA at ImageCLEFPhoto 2007,8,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2007,"Anni Järvelin, Peter Wilkins, Tomasz Adamek, Eija Airio, Gareth JF Jones, Alan F Smeaton, Eero Sormunen"
1775,A semantic content analysis model for sports video based on perception concepts and finite state machines,8,2007 IEEE International Conference on Multimedia and Expo,IEEE,Unknown,2007,"Liang Bai, Songyang Lao, Gareth JF Jones, Alan F Smeaton"
1776,Video Mail Retrieval using voice: Report on collection of naturalistic requests and relevance assessments,8,Unknown,"University of Cambridge, Computer Laboratory",Unknown,1996,"GJF Jones, JT Foote, K Spärck Jones, SJ Young"
1777,Strategies for evaluation of interactive multimedia information retrieval systems,8,Unknown,Unknown,Proceedings of the Final Workshop on Multimedia Information Retrieval (Miro'95),1995,Nicholas J Belkin
1778,Exploring current user web search behaviours in analysis tasks to be supported in conversational search,7,Unknown,Unknown,arXiv preprint arXiv:2104.04501,2021,"Abhishek Kaushik, Gareth JF Jones"
1779,Overview of the CLEF 2019 personalised information retrieval lab (PIR-CLEF 2019),7,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2019,"Gabriella Pasi, Gareth JF Jones, Lorraine Goeuriot, Liadh Kelly, Stefania Marrara, Camilla Sanvitto"
1780,Report on the CHIIR 2018 workshop on evaluation of personalisation in information retrieval (WEPIR 2018),7,Unknown,ACM,ACM SIGIR Forum,2018,"Gareth JF Jones, Nicholas J Belkin, Séamus Lawless, Gabriella Pasi"
1781,Overview of the CLEF 2018 personalised information retrieval lab (PIR-CLEF 2018),7,Unknown,CEUR-WS,Unknown,2018,"Gabriella Pasi, Gareth JF Jones, Keith Curtis, Stefania Marrara, Camilla Sanvitto, Debasis Ganguly, Procheta Sen"
1782,First international workshop on exploitation of social media for emergency relief and preparedness (SMERP),7,Unknown,Springer Verlag,"ADVANCES IN INFORMATION RETRIEVAL, ECIR 2017",2017,"Saptarshi Ghosh, Kripabandhu Ghosh, Tanmoy Chakraborty, Debasis Ganguly, Gareth Jones, Marie-Francine Moens"
1783,Speaker impact on audience comprehension for academic presentations,7,Unknown,Unknown,Unknown,2016,"Keith Curtis, Gareth JF Jones, Nick Campbell"
1784,DCU: Using distributional semantics and domain adaptation for the semantic textual similarity SemEval-2015 Task 2,7,Proceedings of the 9th International Workshop on Semantic Evaluation (SemEval 2015),Unknown,Unknown,2015,"Piyush Arora, Chris Hokamp, Jennifer Foster, Gareth Jones"
1785,Incorporating prosodic prominence evidence into term weights for spoken content retrieval,7,Sixteenth Annual Conference of the International Speech Communication Association,Unknown,Unknown,2015,"David N Racca, Gareth JF Jones"
1786,Automatic prediction of text aesthetics and interestingness,7,Unknown,Unknown,Unknown,2014,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1787,Automatic prediction of aesthetics and interestingness of text passages,7,"Proceedings of COLING 2014, the 25th International Conference on Computational Linguistics: Technical Papers",Unknown,Unknown,2014,"Debasis Ganguly, Johannes Leveling, Gareth Jones"
1788,Approximate sentence retrieval for scalable and efficient example-based machine translation,7,Proceedings of COLING 2012,Unknown,Unknown,2012,"Johannes Leveling, Debasis Ganguly, Sandipan Dandapat, Gareth Jones"
1789,Creating a data collection for evaluating rich speech retrieval,7,Unknown,Unknown,Unknown,2012,"Maria Eskevich, Gareth JF Jones, Martha Larson, Roeland Ordelman"
1790,Khresmoi: multimodal multilingual medical information search,7,Unknown,Unknown,Proceedings of the 24th international conference of the European federation for medical informatics,2012,"N Aswani, T Beckers, E Birngruber, C Boyer, A Burner, J Bystron, K Choukri, S Cruchet, H Cunningham, J Dedek, L Dolamic, R Donner, S Dungs, I Eggel, A Foncubierta-Rodrıguez, N Fuhr, A Funk, A Garcıa Seco de Herrera, A Gaudinat, G Georgiev, J Gobeill, L Goeuriot, P Gómez, M Greenwood, M Gschwandtner, A Hanbury, J Hajic, J Hlavácová, M Holzer, G Jones, B Jordan, M Jordan, K Kaderk, F Kainberger, L Kelly, S Mriewel, M Kritz, G Langs, N Lawson, D Markonis, I Martinez, V Momtchev, A Masselot, H Mazo, H Müller, P Pecina, K Pentchev, D Peychev, N Pletneva, D Pottecherc, A Roberts, P Ruch, M Samwald, P Schneller, V Stefanov, MA Tinte, Z Uresová, A Vargas, D Vishnyakova"
1791,Biometric response as a source of query independent scoring in lifelog retrieval,7,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2010,"Liadh Kelly, Gareth JF Jones"
1792,Data collection methods for analyzing task-based information access in molecular medicine,7,The First International Workshop on Mobilizing Health Information to Support Healthcare-related Knowledge Work,SCITEPRESS,Unknown,2009,"Sanna Kumpulainen, Kalervo Järvelin, Sami Serola, Aiden R Doherty, Daragh Byrne, Alan F Smeaton, Gareth JF Jones"
1793,Analyzing image-text relations for semantic media adaptation and personalization,7,Second International Workshop on Semantic Media Adaptation and Personalization (SMAP 2007),IEEE,Unknown,2007,"Mark Hughes, Andrew Salway, Gareth Jones, Noel O'Connor"
1794,Bluetooth friendly names: bringing classic hci questions into the mobile space,7,Unknown,Unknown,"Proceedings of HCI 2007 The 21st British HCI Group Annual Conference University of Lancaster, UK 21",2007,"Barry Lavelle, Daragh Byrne, Gareth JF Jones, Alan F Smeaton"
1795,Image and Video Retrieval,7,Unknown,Springer Berlin/Heidelberg.,Unknown,2006,"Hari Sundaram, Milind Naphade"
1796,Adaptive systems for multimedia information retrieval,7,International Workshop on Adaptive Multimedia Retrieval,"Springer, Berlin, Heidelberg",Unknown,2003,Gareth JF Jones
1797,Effective affective communication in virtual environments,7,Unknown,Unknown,Proceedings of the Second Workshop on Intelligent Virtual Agents,1999,"Colin G Johnson, Gareth JF Jones"
1798,Application of query expansion techniques in probabilistic Japanese news filtering,7,Unknown,Unknown,"Proc. of The 3rd International Workshop on Information Retrieval with Asian Languages, 1998",1998,T Sakai
1799,The video mail retrieval project,7,Unknown,MIT Press,Unknown,1997,"Gareth Jones, Jonathan Foote, K Sparck Jones, Steve J Young"
1800,Adaptive statistical and grammar models of language for application to speech recognition,7,"IEE Colloquium on Grammatical Inference: Theory, Applications and Alternatives",IET,Unknown,1993,"GJF Jones, H Lloyd-Thomas, JH Wright"
1801,WWW'18 workshop on exploitation of social media for emergency relief and preparedness: Chairs' welcome & organization,6,Unknown,Unknown,Unknown,2018,"Marie-Francine Moens, Gareth JF Jones, Saptarshi Ghosh, Debasis Ganguly, Tanmoy Chakraborty, Kripabandhu Ghosh"
1802,FaDA: Fast document aligner using word embedding,6,Unknown,Unknown,The Prague Bulletin of Mathematical Linguistics,2016,Gareth JF Jones
1803,Retrievability of code mixed microblogs,6,Unknown,Unknown,Unknown,2016,"Debasis Ganguly, Ayan Bandyopadhyay, Mandar Mitra, Gareth JF Jones"
1804,Utilisation of metadata fields and query expansion in cross-lingual search of user-generated internet video,6,Unknown,Unknown,Journal of Artificial Intelligence Research,2016,"Ahmad Khwileh, Debasis Ganguly, Gareth JF Jones"
1805,Using WordNet for query expansion: ADAPT@ FIRE 2016 microblog track,6,Unknown,CEUR-WS,Unknown,2016,"Wei B Li, Debasis Ganguly, Gareth JF Jones"
1806,"Khresmoi professional: Multilingual, multimodal professional medical search",6,European Conference on Information Retrieval,"Springer, Cham",Unknown,2014,"Liadh Kelly, Sebastian Dungs, Sascha Kriewel, Allan Hanbury, Lorraine Goeuriot, Gareth JF Jones, Georg Langs, Henning Müller"
1807,The community and the crowd: Developing large-scale data collections for multimedia benchmarking,6,Unknown,Unknown,"IEEE MultiMedia (to appear, 2012)",2012,"M Larson, M Soleymani, M Eskevich, P Serdyukov, R Ordelman, G Jones"
1808,"Advances in Information Retrieval: 33rd European Conference on IR Resarch, ECIR 2011, Dublin, Ireland, April 18-21, 2011, Proceedings",6,Unknown,Springer Science & Business Media,Unknown,2011,"Paul Clough, Colum Foley, Cathal Gurrin, Gareth JF Jones, Wessel Kraaij, Hyowon Lee, Vanessa Murdock"
1809,Portable extraction of partially structured facts from the web,6,International Conference on Natural Language Processing,"Springer, Berlin, Heidelberg",Unknown,2010,"Andrew Salway, Liadh Kelly, Inguna Skadiņa, Gareth JF Jones"
1810,"SIGIR Workshop on Desktop Search: Understanding, Supporting, and Evaluating Personal Data Search",6,Unknown,Association for Computing Machinery (ACM),ACM SIGIR Forum,2010,"David Elsweiler, Gareth JF Jones, Liadh Kelly, Jaime Teevan"
1811,DCU-TCD@ LogCLEF 2010: Re-ranking document collections and query performance estimation,6,Unknown,Unknown,Unknown,2010,"Johannes Leveling, M Rami Ghorab, Walid Magdy, Gareth JF Jones, Vincent Wade"
1812,"TCD-DCU at LogCLEF 2009: An Analysis of Queries, Actions, and Interface Languages.",6,CLEF (Working Notes),Unknown,Unknown,2009,"M Rami Ghorab, Johannes Leveling, Dong Zhou, Gareth JF Jones, Vincent P Wade"
1813,Focused browsing: Providing topical feedback for link selection in hypertext browsing,6,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2008,"Gareth JF Jones, Quixiang Li"
1814,"Evaluating Systems for Multilingual and Multimodal Information Access 9th Workshop of the Cross-Language Evaluation Forum, CLEF 2008, Aarhus, Denmark, September 17-19, 2008 …",6,Unknown,Unknown,Conference proceedings CLEF,2008,"Carol Peters, Thomas Deselaers, Nicola Ferro, Julio Gonzalo, Gareth JF Jones, Mikko Kurimo, Thomas Mandl, Anselmo Peñas, Vivien Petras"
1815,Teaching information retrieval using research questions to encourage creativity and assess understanding,6,Unknown,Unknown,Unknown,2007,Gareth JF Jones
1816,Fischlar-TRECVid-2004: combined text-and image-based searching of video archives,6,2006 IEEE International Symposium on Circuits and Systems,IEEE,Unknown,2006,"NA O'Connor, Hyowon Lee, Alan F Smeaton, Gareth JF Jones, Eddie Cooke, Hervé Le Borgne, Cathal Gurrin"
1817,Automatic text searching for personal photos,6,Unknown,CEUR-Workshop Proceedings,Unknown,2006,"Neil O'Hare, Hyowon Lee, Saman H Cooray, Cathal Gurrin, Gareth JF Jones, Jovanka Malobabić, Noel E O'Connor, Alan F Smeaton, Bartlomiej Uscilowski"
1818,Dublin city university at CLEF 2005: experiments with the ImageCLEF st andrew’s collection,6,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2005,"Gareth JF Jones, Kieran McDonald"
1819,An analysis of question processing of English and Chinese for the NTCIR 5 cross-language question answering task,6,Unknown,National Institute of Informatics,Unknown,2005,"John Judge, Yuqing Guo, Gareth JF Jones, Bin Wang"
1820,Context-awareness and privacy: an inevitable clash?,6,Unknown,Unknown,Department of Computer Science,2004,"PJ Brown, G Jones"
1821,Exeter at CLEF 2002: Experiments with machine translation for monolingual and bilingual retrieval,6,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2002,"Adenike M Lam-Adesina, Gareth JF Jones"
1822,Combination methods for improving the reliability of machine translation based cross-language information retrieval,6,Irish Conference on Artificial Intelligence and Cognitive Science,"Springer, Berlin, Heidelberg",Unknown,2002,"Gareth JF Jones, Adenike M Lam-Adesina"
1823,Applying machine translation resources for cross-language information access from spoken documents,6,Proceedings of the International Conference on Machine Translation and Multilingual Applications in the new Millennium: MT 2000,Unknown,Unknown,2000,Gareth Jones
1824,Trec 2020 podcasts track overview,5,Unknown,Unknown,arXiv preprint arXiv:2103.15953,2021,"Rosie Jones, Ben Carterette, Ann Clifton, Maria Eskevich, Gareth JF Jones, Jussi Karlgren, Aasish Pappu, Sravana Reddy, Yongze Yu"
1825,MultiMWE: Building a multi-lingual multi-word expression (MWE) parallel corpora,5,Unknown,Unknown,arXiv preprint arXiv:2005.10583,2020,"Lifeng Han, Gareth JF Jones, Alan F Smeaton"
1826,Word-Node2Vec: improving word embedding with document-level non-local word co-occurrences,5,"Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",Unknown,Unknown,2019,"Procheta Sen, Debasis Ganguly, Gareth Jones"
1827,Evaluation of personalised information retrieval at CLEF 2018 (PIR-CLEF),5,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2018,"Gabriella Pasi, Gareth JF Jones, Keith Curtis, Stefania Marrara, Camilla Sanvitto, Debasis Ganguly, Procheta Sen"
1828,Challenges in the development of effective systems for professional legal search,5,ProfS/KG4IR/Data: Search@ SIGIR,Unknown,Unknown,2018,"Piyush Arora, Murhaf Hossari, Alfredo Maldonado, Clare Conran, Gareth JF Jones"
1829,Convenient discovery of archived video using audiovisual hyperlinking,5,Unknown,Unknown,Unknown,2015,"Roeland Ordelman, Robin Aly, Maria Eskevich, Benoit Huet, Gareth JF Jones"
1830,Building Realistic Potential Patient Queries for Medical Information Retrieval Evaluation,5,Fourth Workshop on Building and Evaluating Resources for Health and Biomedical Text Processing (BioTxtM 2014) at LREC 2014,Unknown,Unknown,2014,"Lorraine Goeuriot, Wendy Chapman, G Jones, Liadh Kelly, J Leveling, S Salanterä"
1831,A case study in decompounding for Bengali information retrieval,5,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2013,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1832,Topical relevance model,5,Asia Information Retrieval Symposium,"Springer, Berlin, Heidelberg",Unknown,2012,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1833,Affect-based indexing for multimedia data,5,Unknown,Unknown,"Multimedia information extraction: advances in video, audio, and imagery analysis for search, data mining, surveillance, and authoring",2012,"Gareth JF Jones, Ching Hau Chan"
1834,D1. 3-Report on results of the WP1 first evaluation phase,5,Unknown,Unknown,Khresmoi public deliverable,2012,"Niraj Aswani, Liadh Kelly, Mark Greenwood, Angus Roberts, Matthias Samwald, Natalia Pletneva, Gareth Jones, Lorraine Goeuriot"
1835,Supporting collaborative improvement of resources in the Khresmoi health information system,5,Unknown,Unknown,Unknown,2012,"Lorraine Goeuriot, Allan Hanbury, Gareth JF Jones, Liadh Kelly, Sascha Kriewel, Ivan Martinez Rodriguez, Henning Müller, Miguel Tinte"
1836,Report on and prototype of the translation support,5,Unknown,Unknown,Khresmoi Project,2012,"Lorraine Goeuriot, Gareth Jones, Liadh Kelly, Sascha Kriewel, Pavel Pecina"
1837,Method and system for locating data,5,Unknown,Unknown,Unknown,2012,Unknown
1838,Utilizing sub-topical structure of documents for information retrieval,5,Unknown,Unknown,Unknown,2011,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1839,Integrating social media with existing knowledge and information for crisis response,5,Unknown,Unknown,Unknown,2011,Gareth JF Jones
1840,A text-based approach to the imageclef 2010 photo annotation task,5,Unknown,Unknown,Unknown,2010,"Wei B Li, Jinming Min, Gareth JF Jones"
1841,A proposal for the evaluation of adaptive information retrieval systems using simulated interaction,5,Unknown,Unknown,Unknown,2010,"Catherine Mulwa, Wei B Li, Séamus Lawless, Gareth JF Jones"
1842,Recent developments in information retrieval,5,European Conference on Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2010,"Cathal Gurrin, Yulan He, Gabriella Kazai, Udo Kruschwitz, Suzanne Little, Thomas Roelleke, Stefan Rüger, Keith Van Rijsbergen"
1843,Multilingual Information Access Evaluation II-Multimedia Experiments,5,Unknown,Springer-Verlag Berlin Heidelberg,Unknown,2010,"Barbara Caputo, Julio Gonzalo, Gareth JF Jones, Jayashree Kalpathy-Cramer, Henning Müller, Theodora Tsikrika"
1844,"DCU@ FIRE2010: Term conflation, blind relevance feedback, and cross-language IR with manual and automatic query translation",5,Unknown,Unknown,Unknown,2010,"Johannes Leveling, Debasis Ganguly, Gareth JF Jones"
1845,"Document expansion, query translation and language modeling for ad-hoc IR",5,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2009,"Johannes Leveling, Dong Zhou, Gareth JF Jones, Vincent Wade"
1846,DCU at WikipediaMM 2009: Document expansion from wikipedia abstracts,5,Unknown,Unknown,Unknown,2009,"Jinming Min, Peter Wilkins, Johannes Leveling, Gareth JF Jones"
1847,DCU at VideoClef 2008,5,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2008,"Eamonn Newman, Gareth JF Jones"
1848,Measuring the impact of temporal context on video retrieval,5,Unknown,Unknown,Unknown,2008,"Daragh Byrne, Peter Wilkins, Gareth JF Jones, Alan F Smeaton, Noel E O'Connor"
1849,Classifying public display systems: an input/output channel perspective,5,Unknown,Unknown,Unknown,2008,"Daragh Byrne, Jill Freyne, Barry Smyth, Alan F Smeaton, Gareth JF Jones"
1850,Dublin city university at CLEF 2007: Cross-language speech retrieval experiments,5,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2007,"Ying Zhang, Gareth JF Jones, Ke Zhang"
1851,Using string comparison in context for improved relevance feedback in different text media,5,International Symposium on String Processing and Information Retrieval,"Springer, Berlin, Heidelberg",Unknown,2006,"Adenike M Lam-Adesina, Gareth JF Jones"
1852,Integrated content presentation for multilingual and multimedia information access,5,Unknown,Unknown,Unknown,2006,"Gareth JF Jones, Vincent Wade"
1853,Dublin city university at CLEF 2005: cross-language speech retrieval (CL-SR) experiments,5,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2005,"Adenike M Lam-Adesina, Gareth JF Jones"
1854,Transactions on Rough Sets III,5,Unknown,Springer Science & Business Media,Unknown,2005,James F Peters
1855,On the use of clustering and the MeSH controlled vocabulary to improve MEDLINE abstract search,5,Unknown,Unknown,Unknown,2005,"Stephen Blott, Fabrice Camous, Cathal Gurrin, Gareth JF Jones"
1856,A critical review of state-of-the-art technologies for crosslanguage speech retrieval,5,Unknown,Unknown,AAAI Symposium on Cross-Language Text and Speech Retrieval. American Association for Artificial Intelligence,1997,"Gareth JF Jones, David A James"
1857,Video Mail Retrieval by Voice: Towards Intelligent Retrieval and Browsing of Multimedia Documents,5,Unknown,Unknown,Unknown,1995,"JT Foote, MG Brown, GJF Jones, K Sparck Jones, SJ Young"
1858,Report on the CHIIR 2019 Second Workshop on Evaluation of Personalisation in Information Retrieval (WEPIR 2019),4,Unknown,ACM,ACM SIGIR Forum,2021,"Gareth JF Jones, Nicholas J Belkin, Séamus Lawless, Gabriella Pasi"
1859,An interface for agent supported conversational search,4,Unknown,Unknown,Unknown,2020,"Abhishek Kaushik, Vishal Bhat Ramachandra, Gareth JF Jones"
1860,Grounding object detections with transcriptions,4,Unknown,Unknown,arXiv preprint arXiv:1906.06147,2019,"Yasufumi Moriya, Ramon Sanabria, Florian Metze, Gareth JF Jones"
1861,Improving the reliability of query expansion for user-generated speech retrieval using query performance prediction,4,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2017,"Ahmad Khwileh, Andy Way, Gareth JF Jones"
1862,Query expansion for sentence retrieval using pseudo relevance feedback and word embedding,4,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Cham",Unknown,2017,"Piyush Arora, Jennifer Foster, Gareth JF Jones"
1863,Utilising high-level features in summarisation of academic presentations,4,Unknown,Unknown,Unknown,2017,"Keith Curtis, Gareth JF Jones, Nick Campbell"
1864,How do users perceive information: Analyzing user feedback while annotating textual units,4,Unknown,CEUR-WS,Unknown,2017,"Piyush Arora, Gareth JF Jones"
1865,Partially labeled supervised topic models for RetrievingSimilar questions in CQA forums,4,Unknown,Unknown,Unknown,2015,"Debasis Ganguly, Gareth JF Jones"
1866,Are episodic context features helpful for refinding tasks? lessons learnt from a case study with lifelogs,4,Unknown,Unknown,Unknown,2014,"Yi Chen, Gareth JF Jones"
1867,DCU at FIRE 2013: Cross-language! ndian news story search,4,Unknown,Unknown,Unknown,2013,"Piyush Arora, Jennifer Foster, Gareth JF Jones"
1868,DCU at NTCIR-10 Cross-lingual Link Discovery (CrossLink-2) Task,4,NTCIR-10,Unknown,Unknown,2013,"Shu Chen, Gareth JF Jones, Noel E O’Connor"
1869,Report on summarization techniques,4,Unknown,Unknown,Khresmoi project deliverable D,2013,"Liadh Kelly, Johannes Leveling, Shane McQuillan, Sascha Kriewel, Lorraine Goeuriot, GJF Jones"
1870,DCU at the NTCIR-9 SpokenDoc passage retrieval task,4,Unknown,National Institute of Informatics,Unknown,2011,"Maria Eskevich, Gareth JF Jones"
1871,Simulation of within-session query variations using a text segmentation approach,4,International Conference of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2011,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1872,Automatic generation of query sessions using text segmentation,4,Unknown,Unknown,Unknown,2011,"Debasis Ganguly, Johannes Leveling, Gareth JF Jones"
1873,"TCD-DCU at TEL@ CLEF 2009: Document Expansion, Query Translation and Language Modeling",4,Unknown,Unknown,"Working Notes for the CLEF 2009 Workshop, Corfu, Greece",2009,"Johannes Leveling, Dong Zhou, Gareth F Jones, Vincent Wade"
1874,DCU@ CLEF-IP 2009: Exploring Standard IR Techniques on Patent Retrieval.,4,CLEF (Working Notes),Unknown,Unknown,2009,"Walid Magdy, Johannes Leveling, Gareth JF Jones"
1875,Combining relevance information in a synchronous collaborative information retrieval environment,4,Unknown,IGI Global,Unknown,2009,"Colum Foley, Alan F Smeaton, Gareth JF Jones"
1876,Classification of dual language audio-visual content: Introduction to the VideoCLEF 2008 pilot benchmark evaluation task,4,Unknown,Unknown,Unknown,2008,"Martha Larson, Eamonn Newman, Gareth JF Jones"
1877,ICT-DCU question answering task at NTCIR-6,4,Unknown,Unknown,Unknown,2007,"Sen Zhang, Bin Wang, Gareth JF Jones"
1878,SenseCam visual diaries generating memories for life,4,Unknown,Unknown,Poster presented at the Memories for Life Colloquium,2006,"Alan F Smeaton, N O’Connor, G Jones, Georgina Gaughan, Hyowon Lee, Cathal Gurrin"
1879,Structural term extraction for expansion of template-based genomic queries,4,Unknown,Unknown,Unknown,2005,"Fabrice Camous, Stephen Blott, Cathal Gurrin, Gareth JF Jones, Alan F Smeaton"
1880,An integrated approach for object shape registration and modeling,4,Unknown,Unknown,Unknown,2005,"Tomasz Adamek, Noel E O'Connor, Gareth JF Jones, Noel Murphy"
1881,Exeter at CLEF 2002: Cross-language spoken document retrieval experiments,4,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2002,"Gareth JF Jones, Adenike M Lam-Adesina"
1882,Examining the Effectiveness of IR Techniques for Document Image Retrieval,4,Proc. SIGIR Workshop on Information Retrieval and OCR: From Converting Content to Grasping Meaning,Unknown,Unknown,2002,"Gareth JF Jones, Adenike M Lam-Adesina"
1883,A framework for cross-language information access: Application to English and Japanese,4,Unknown,Kluwer Academic Publishers,Computers and the Humanities,2001,"Gareth Jones, Nigel Collier, Tetsuya Sakai, Kazuo Sumita, Hideki Hirakawa"
1884,Query expansion through feedback in Japanese information filtering based on the probabilistic model,4,Unknown,Unknown,IPSJ Transactions,1999,"T Sakai, GJF Jones, M Kajiura, K Sumita"
1885,First Experiments on the BMIR-J2 Collection using the NEAT System,4,Unknown,Unknown,情報処理学会研究報告情報学基礎 (FI),1998,"Jones Gareth, Sakai Tetsuya, Kajiura Masahiro, Sumita Kazuo"
1886,Video mail retrieval using voice: report on keyword definition and data collection (deliverable report on VMR task No. 1),4,Unknown,"University of Cambridge, Computer Laboratory",Unknown,1994,"GJF Jones, JT Foote, K Spärck Jones, SJ Young"
1887,Isolated-word sentence recognition using probabilistic context-free grammar,4,IEE Colloquium on Systems and Applications of Man-Machine Interaction Using Speech I/O,IET,Unknown,1991,"Gareth JF Jones, Jeremy H Wright, EN Wrigley, Michael J Carey"
1888,Report on results of the WP1 first evaluation phase,4,Unknown,Unknown,Khresmoi project deliverable D,Unknown,"Niraj Aswani, Liadh Kelly, Mark Greenwood, Angus Roberts, Matthias Samwald, Natalia Pletneva, Gareth Jones, Lorraine Goeuriot"
1889,Translation Quality Assessment: A Brief Survey on Manual and Automatic Methods,3,Unknown,Unknown,Unknown,2021,"Lifeng Han, Gareth JF Jones, Alan F Smeaton"
