Name1,Name2,Total_Paper_Count,Total_Citations_Achieved
88,265,3,15
88,911,3,15
88,848,3,15
88,742,3,15
88,610,2,3
88,743,3,15
265,911,3,15
265,848,3,15
265,742,3,15
265,610,2,3
265,743,3,15
848,911,3,15
742,911,3,15
610,911,2,3
743,911,3,15
742,848,3,15
610,848,2,3
743,848,3,15
610,742,2,3
742,743,3,15
610,743,2,3
589,661,1,1
589,635,1,1
661,1101,1,1
635,1101,1,1
344,426,7,127
143,625,4,88
143,885,2,15
31,143,3,80
143,507,3,76
421,625,4,88
421,885,2,15
31,421,3,80
421,507,3,76
625,920,4,88
885,920,2,15
31,920,3,80
507,920,3,76
31,276,3,80
276,507,3,76
31,608,2,12
507,608,1,3
520,625,4,88
15,625,4,88
88,625,3,83
31,625,2,80
104,625,4,88
625,1119,4,88
625,958,4,88
507,625,3,76
267,625,4,88
625,824,4,88
195,625,4,88
625,1156,4,88
625,984,2,15
625,1117,4,88
625,1103,4,88
625,911,2,15
625,848,2,15
265,625,2,15
625,742,2,15
610,625,1,3
625,743,2,15
31,736,3,80
507,736,3,76
520,885,2,15
15,885,2,15
88,885,2,15
31,885,1,12
104,885,2,15
885,1119,2,15
885,958,2,15
507,885,1,3
267,885,2,15
824,885,2,15
195,885,2,15
885,1156,2,15
885,984,2,15
885,1117,2,15
885,1103,2,15
885,911,2,15
848,885,2,15
265,885,2,15
742,885,2,15
610,885,1,3
743,885,2,15
31,751,3,80
507,751,3,76
31,709,3,80
507,709,3,76
31,520,3,80
507,520,3,76
15,31,3,80
15,507,3,76
31,88,3,80
88,507,2,71
31,104,3,80
31,1119,3,80
31,958,3,80
31,507,1,68
31,267,3,80
31,824,3,80
31,195,3,80
31,1156,3,80
31,984,2,12
31,1117,3,80
31,1103,3,80
31,911,2,12
31,848,2,12
31,265,2,12
31,742,2,12
31,610,1,0
31,743,2,12
104,507,3,76
507,1119,3,76
507,958,3,76
267,507,3,76
507,824,3,76
195,507,3,76
507,1156,3,76
507,984,1,3
507,1117,3,76
507,1103,3,76
507,911,1,3
507,848,1,3
265,507,1,3
507,742,1,3
507,610,1,3
507,743,1,3
276,895,2,0
753,895,2,0
138,895,2,0
491,1071,1,1
686,1071,1,1
442,1071,1,1
491,686,1,1
442,491,1,1
442,686,1,1
270,276,1,0
270,1014,1,0
270,870,1,0
270,753,1,0
138,270,1,0
276,1014,1,0
276,870,1,0
870,1014,1,0
753,1014,1,0
138,1014,1,0
753,870,1,0
138,870,1,0
141,589,1,21
472,589,1,21
589,1140,1,21
567,589,1,21
141,1101,1,21
472,1101,1,21
1101,1140,1,21
567,1101,1,21
141,276,1,21
276,472,1,21
276,1140,2,68
276,567,3,95
141,472,1,21
141,1140,1,21
141,751,1,21
141,567,1,21
472,1140,1,21
472,751,1,21
472,567,1,21
751,1140,2,68
567,1140,2,68
567,751,2,68
589,1066,2,6
391,589,2,6
1066,1101,2,6
391,1101,2,6
751,1066,2,6
391,751,2,6
391,1066,2,6
608,1066,1,4
391,608,1,4
4,140,1,0
426,589,2,9
344,589,2,9
831,1101,1,7
589,831,1,7
608,831,1,7
625,831,1,7
736,831,1,7
751,831,1,7
709,831,1,7
276,831,1,7
426,608,5,165
426,904,4,118
277,426,1,1
344,608,4,118
344,904,4,118
277,344,1,1
608,904,4,118
277,608,1,1
277,904,1,1
143,611,1,12
421,611,1,12
611,920,1,12
104,611,1,12
611,1119,1,12
611,958,1,12
267,611,1,12
611,984,1,12
611,1117,1,12
611,1156,1,12
611,1103,1,12
611,824,1,12
195,611,1,12
32,625,2,8
32,885,1,3
32,611,0,0
611,1101,1,12
589,611,1,12
608,611,1,12
611,625,1,12
611,736,1,12
611,885,1,12
611,751,1,12
611,709,1,12
276,611,1,12
520,611,1,12
15,611,1,12
88,611,1,12
265,611,1,12
611,911,1,12
611,848,1,12
611,742,1,12
611,743,1,12
635,796,1,6
441,635,1,6
661,796,1,6
441,661,1,6
441,796,1,6
751,894,1,2
653,751,1,2
562,751,1,2
429,751,1,2
428,751,1,2
751,1089,1,2
751,1112,1,2
894,1066,1,2
653,1066,1,2
562,1066,1,2
429,1066,1,2
428,1066,1,2
1066,1089,1,2
1066,1112,1,2
653,894,1,2
562,894,1,2
894,1101,1,2
589,894,1,2
429,894,1,2
428,894,1,2
391,894,1,2
894,1089,1,2
894,1112,1,2
562,653,1,2
653,1101,1,2
589,653,1,2
429,653,1,2
428,653,1,2
391,653,1,2
653,1089,1,2
653,1112,1,2
562,1101,1,2
562,589,1,2
429,562,1,2
428,562,1,2
391,562,1,2
562,1089,1,2
562,1112,1,2
429,1101,1,2
428,1101,1,2
1089,1101,1,2
1101,1112,1,2
429,589,1,2
428,589,1,2
589,1089,1,2
589,1112,1,2
428,429,1,2
391,429,1,2
429,1089,1,2
429,1112,1,2
391,428,1,2
428,1089,1,2
428,1112,1,2
391,1089,1,2
391,1112,1,2
1089,1112,1,2
4,141,1,3
181,817,1,1
181,535,1,1
181,1017,1,1
535,817,1,1
817,1017,1,1
535,1017,1,1
143,784,2,73
143,304,2,73
143,173,2,73
143,172,2,73
143,811,2,73
143,571,2,73
421,784,2,73
304,421,2,73
173,421,2,73
172,421,2,73
421,811,2,73
421,571,2,73
784,920,2,73
304,920,2,73
173,920,2,73
172,920,2,73
811,920,2,73
571,920,2,73
276,784,2,73
276,304,2,73
173,276,2,73
172,276,2,73
276,811,2,73
276,571,2,73
625,784,2,73
304,625,2,73
173,625,2,73
172,625,2,73
625,811,2,73
571,625,2,73
736,784,2,73
304,736,2,73
173,736,2,73
172,736,2,73
736,811,2,73
571,736,2,73
751,784,2,73
304,751,2,73
173,751,2,73
172,751,2,73
751,811,2,73
571,751,2,73
709,784,2,73
304,709,2,73
173,709,2,73
172,709,2,73
709,811,2,73
571,709,2,73
784,1156,2,73
304,1156,2,73
173,1156,2,73
172,1156,2,73
811,1156,2,73
571,1156,2,73
784,1117,2,73
304,1117,2,73
173,1117,2,73
172,1117,2,73
811,1117,2,73
571,1117,2,73
784,1103,2,73
304,1103,2,73
173,1103,2,73
172,1103,2,73
811,1103,2,73
571,1103,2,73
104,784,2,73
104,304,2,73
104,173,2,73
104,172,2,73
104,811,2,73
104,571,2,73
784,958,2,73
304,958,2,73
173,958,2,73
172,958,2,73
811,958,2,73
571,958,2,73
784,1119,2,73
304,1119,2,73
173,1119,2,73
172,1119,2,73
811,1119,2,73
571,1119,2,73
507,784,2,73
304,507,2,73
173,507,2,73
172,507,2,73
507,811,2,73
507,571,2,73
267,784,2,73
267,304,2,73
173,267,2,73
172,267,2,73
267,811,2,73
267,571,2,73
784,824,2,73
304,824,2,73
173,824,2,73
172,824,2,73
811,824,2,73
571,824,2,73
195,784,2,73
195,304,2,73
173,195,2,73
172,195,2,73
195,811,2,73
195,571,2,73
520,784,2,73
304,520,2,73
173,520,2,73
172,520,2,73
520,811,2,73
520,571,2,73
15,784,2,73
15,304,2,73
15,173,2,73
15,172,2,73
15,811,2,73
15,571,2,73
31,784,1,68
31,304,1,68
31,173,1,68
31,172,1,68
31,811,1,68
31,571,1,68
304,784,2,73
173,784,2,73
172,784,2,73
784,811,2,73
571,784,2,73
173,304,2,73
172,304,2,73
304,811,2,73
304,571,2,73
172,173,2,73
173,811,2,73
173,571,2,73
172,811,2,73
172,571,2,73
571,811,2,73
22,691,2,6
22,950,2,6
691,950,2,6
130,456,1,0
456,1102,1,0
456,1131,1,0
456,1027,1,0
130,1102,1,0
130,1131,1,0
130,1027,1,0
1102,1131,1,0
1027,1102,1,0
1027,1131,1,0
589,1090,1,6
608,1090,1,6
625,1090,1,6
736,1090,1,6
709,1090,1,6
751,1090,1,6
276,1090,1,6
426,567,2,74
133,567,1,27
567,904,1,27
344,567,1,27
567,608,2,74
133,426,1,27
276,426,3,79
133,904,1,27
133,344,1,27
133,608,1,27
133,276,1,27
276,904,2,32
276,344,2,32
832,909,1,1
753,858,1,6
753,1084,1,6
570,753,1,6
753,795,1,6
858,1084,1,6
570,858,1,6
276,858,1,6
795,858,1,6
570,1084,1,6
276,1084,1,6
795,1084,1,6
276,570,1,6
570,795,1,6
276,795,1,6
589,834,1,13
589,1009,2,21
834,1101,1,13
1009,1101,2,21
276,834,1,13
276,1009,2,21
751,834,1,13
751,1009,2,21
608,834,1,13
608,1009,2,21
834,1009,1,13
471,567,2,48
471,1133,1,1
471,626,1,1
567,1133,1,1
567,626,1,1
626,1133,1,1
622,993,1,0
43,993,1,0
33,993,1,0
411,993,1,0
420,993,1,0
43,622,1,0
33,622,1,0
411,622,1,0
420,622,1,0
33,43,1,0
43,411,1,0
43,420,1,0
33,411,1,0
33,420,1,0
411,420,1,0
426,1101,1,5
344,1101,1,5
904,1101,1,5
589,904,1,5
552,1101,1,8
552,589,1,8
552,608,1,8
552,751,1,8
276,552,1,8
552,1009,1,8
426,1098,1,85
426,1053,1,85
220,426,1,85
344,1098,1,85
344,1053,1,85
220,344,1,85
608,1098,1,85
608,1053,1,85
220,608,1,85
1053,1098,1,85
904,1098,1,85
220,1098,1,85
904,1053,1,85
220,1053,1,85
220,904,1,85
254,888,1,10
207,888,1,10
497,888,1,10
888,1168,1,10
392,888,1,10
207,254,1,10
254,497,1,10
254,1168,1,10
254,392,1,10
207,497,1,10
207,1168,1,10
207,392,1,10
497,1168,1,10
392,497,1,10
392,1168,1,10
498,608,1,0
608,997,1,0
526,608,1,0
498,997,1,0
498,526,1,0
526,997,1,0
143,281,1,68
36,143,1,68
281,421,1,68
36,421,1,68
281,920,1,68
36,920,1,68
281,1156,1,68
36,1156,1,68
281,1117,1,68
36,1117,1,68
281,1103,1,68
36,1103,1,68
36,281,1,68
104,281,1,68
281,958,1,68
281,1119,1,68
281,507,1,68
267,281,1,68
276,281,1,68
281,625,1,68
281,736,1,68
281,751,1,68
281,709,1,68
281,824,1,68
195,281,1,68
32,281,0,0
281,784,1,68
281,304,1,68
173,281,1,68
172,281,1,68
281,811,1,68
281,571,1,68
281,520,1,68
15,281,1,68
88,281,1,68
36,104,1,68
36,958,1,68
36,1119,1,68
36,507,1,68
36,267,1,68
36,276,1,68
36,625,1,68
36,736,1,68
36,751,1,68
36,709,1,68
36,824,1,68
36,195,1,68
32,36,0,0
36,784,1,68
36,304,1,68
36,173,1,68
36,172,1,68
36,811,1,68
36,571,1,68
36,520,1,68
15,36,1,68
36,88,1,68
32,507,2,8
32,784,1,5
32,304,1,5
32,173,1,5
32,172,1,5
32,811,1,5
32,571,1,5
88,784,1,68
88,304,1,68
88,173,1,68
88,172,1,68
88,811,1,68
88,571,1,68
589,813,1,0
589,1181,1,0
813,1181,1,0
276,813,1,0
276,1181,1,0
479,613,1,0
613,643,1,0
613,722,1,0
613,1076,1,0
466,613,1,0
4,613,1,0
193,613,1,0
57,613,1,0
486,613,1,0
350,613,1,0
165,613,1,0
479,643,1,0
479,722,1,0
479,1076,1,0
466,479,1,0
4,479,1,0
193,479,1,0
57,479,1,0
479,486,1,0
350,479,1,0
165,479,1,0
643,722,1,0
643,1076,1,0
466,643,1,0
4,643,1,0
193,643,1,0
57,643,1,0
486,643,1,0
350,643,1,0
165,643,1,0
722,1076,1,0
466,722,1,0
4,722,1,0
193,722,1,0
57,722,1,0
486,722,1,0
350,722,1,0
165,722,1,0
466,1076,1,0
4,1076,1,0
193,1076,1,0
57,1076,1,0
486,1076,1,0
350,1076,1,0
165,1076,1,0
4,466,1,0
193,466,1,0
57,466,1,0
466,486,1,0
350,466,1,0
165,466,1,0
4,193,1,0
4,57,1,0
4,486,1,0
4,350,1,0
4,165,1,0
57,193,1,0
193,486,1,0
193,350,1,0
165,193,1,0
57,486,1,0
57,350,1,0
57,165,1,0
350,486,1,0
165,486,1,0
165,350,1,0
642,953,1,0
953,1079,1,0
953,1097,1,0
219,953,1,0
164,953,1,0
541,953,1,0
896,953,1,0
642,1079,1,0
642,1097,1,0
219,642,1,0
164,642,1,0
541,642,1,0
642,896,1,0
1079,1097,1,0
219,1079,1,0
164,1079,1,0
541,1079,1,0
896,1079,1,0
219,1097,1,0
164,1097,1,0
541,1097,1,0
896,1097,1,0
164,219,1,0
219,541,1,0
219,896,1,0
164,541,1,0
164,896,1,0
541,896,1,0
72,567,1,47
4,567,1,47
567,736,1,47
567,625,1,47
72,426,1,47
4,426,1,47
426,736,1,47
426,625,1,47
426,751,1,47
426,471,1,47
426,1140,1,47
72,608,1,47
4,72,1,47
72,276,1,47
72,736,1,47
72,625,1,47
72,751,1,47
72,471,1,47
72,1140,1,47
4,608,1,47
471,608,1,47
608,1140,1,47
4,276,1,47
4,736,1,47
4,625,1,47
4,751,1,47
4,471,1,47
4,1140,1,47
276,471,1,47
471,736,1,47
736,1140,1,47
471,625,1,47
625,1140,1,47
471,751,1,47
471,1140,1,47
253,607,1,0
334,607,1,0
208,607,1,0
607,735,1,0
607,1068,1,0
253,334,1,0
208,253,1,0
253,735,1,0
253,1068,1,0
208,334,1,0
334,735,1,0
334,1068,1,0
208,735,1,0
208,1068,1,0
735,1068,1,0
430,931,1,1
887,1179,3,17
101,430,1,0
237,1003,1,0
109,871,1,0
818,871,1,0
109,818,1,0
739,836,1,3
58,739,1,3
58,836,1,3
345,405,1,0
123,945,3,21
83,945,3,21
676,945,3,21
538,945,3,21
6,945,3,21
945,1020,3,21
945,1165,3,21
83,123,3,21
123,676,3,21
123,538,3,21
6,123,3,21
123,1020,3,21
123,1165,3,21
83,676,3,21
83,538,3,21
6,83,3,21
83,1020,3,21
83,1165,3,21
538,676,3,21
6,676,3,21
676,1020,3,21
676,1165,3,21
6,538,3,21
538,1020,3,21
538,1165,3,21
6,1020,3,21
6,1165,3,21
1020,1165,3,21
803,819,2,0
349,803,4,4
349,819,2,0
247,662,2,0
247,883,3,4
247,271,1,0
662,883,2,0
271,662,1,0
271,883,1,0
803,974,2,4
349,974,2,4
598,838,1,0
879,1158,1,1
9,879,1,1
232,879,1,1
9,1158,1,1
232,1158,1,1
9,232,1,1
160,285,1,1
160,373,1,1
160,506,1,1
285,373,1,1
285,506,1,1
373,506,1,1
700,1034,1,3
700,743,1,3
126,700,1,3
30,700,1,3
700,857,1,3
700,709,1,3
585,700,1,3
523,700,1,3
743,1034,1,3
126,1034,1,3
30,1034,1,3
857,1034,1,3
709,1034,1,3
585,1034,1,3
523,1034,1,3
126,743,1,3
30,743,1,3
743,857,1,3
585,743,1,3
523,743,1,3
30,126,1,3
126,857,1,3
126,709,1,3
126,585,1,3
126,523,1,3
30,857,1,3
30,709,1,3
30,585,1,3
30,523,1,3
709,857,1,3
585,857,1,3
523,857,1,3
585,709,1,3
523,709,1,3
523,585,1,3
9,1116,2,4
83,921,1,10
83,400,1,10
921,1020,1,10
400,1020,1,10
921,1165,1,10
400,1165,1,10
6,921,1,10
6,400,1,10
400,921,1,10
676,921,1,10
538,921,1,10
123,921,1,10
921,945,1,10
400,676,1,10
400,538,1,10
123,400,1,10
400,945,1,10
342,405,1,1
247,280,1,9
280,659,1,9
247,659,1,9
907,1158,2,4
338,1158,2,4
338,907,2,4
574,965,1,0
247,965,1,0
965,1062,1,0
680,965,1,0
247,574,1,0
574,1062,1,0
574,680,1,0
247,1062,1,0
247,680,1,0
680,1062,1,0
349,619,1,6
349,595,1,6
349,1024,1,6
169,349,1,6
595,619,1,6
619,1024,1,6
169,619,1,6
595,1024,1,6
169,595,1,6
169,1024,1,6
451,1118,1,0
1038,1049,1,2
630,1049,1,2
381,1049,1,2
924,1049,1,2
341,1049,1,2
1026,1049,1,2
453,1049,1,2
12,1049,1,2
52,1049,1,2
754,1049,1,2
868,1049,1,2
372,1049,1,2
630,1038,1,2
381,1038,1,2
924,1038,1,2
341,1038,1,2
1026,1038,1,2
453,1038,1,2
12,1038,1,2
52,1038,1,2
754,1038,1,2
868,1038,1,2
372,1038,1,2
381,630,1,2
630,924,1,2
341,630,1,2
630,1026,1,2
453,630,1,2
12,630,1,2
52,630,1,2
630,754,1,2
630,868,1,2
372,630,1,2
381,924,1,2
341,381,1,2
381,1026,1,2
381,453,1,2
12,381,1,2
52,381,1,2
381,754,1,2
381,868,1,2
372,381,1,2
341,924,1,2
924,1026,1,2
453,924,1,2
12,924,1,2
52,924,1,2
754,924,1,2
868,924,1,2
372,924,1,2
341,1026,1,2
341,453,1,2
12,341,1,2
52,341,1,2
341,754,1,2
341,868,1,2
341,372,1,2
453,1026,1,2
12,1026,1,2
52,1026,1,2
754,1026,1,2
868,1026,1,2
372,1026,1,2
12,453,1,2
52,453,1,2
453,754,1,2
453,868,1,2
372,453,1,2
12,52,1,2
12,754,1,2
12,868,1,2
12,372,1,2
52,754,1,2
52,868,1,2
52,372,1,2
754,868,1,2
372,754,1,2
372,868,1,2
326,374,2,2
326,818,2,2
374,818,3,3
256,1048,1,0
139,256,1,0
256,818,3,8
139,1048,1,0
818,1048,1,0
139,818,1,0
786,1106,1,0
786,818,1,0
818,1106,1,0
469,818,3,1
559,603,1,1
374,1178,1,2
326,1178,1,2
818,1178,1,2
374,469,1,1
256,469,1,1
256,374,1,1
640,865,1,0
166,865,1,0
0,865,1,0
865,955,1,0
865,954,1,0
822,865,1,0
166,640,1,0
0,640,1,0
640,955,1,0
640,954,1,0
640,822,1,0
0,166,1,0
166,955,1,0
166,954,1,0
166,822,1,0
0,955,1,0
0,954,1,0
0,822,1,0
954,955,1,0
822,955,1,0
822,954,1,0
150,256,1,7
256,678,1,7
256,336,1,7
150,678,1,7
150,818,1,7
150,336,1,7
678,818,1,7
336,678,1,7
401,513,5,5
329,401,5,5
329,513,5,5
329,760,1,0
137,668,1,0
370,668,1,0
329,668,1,0
244,668,1,0
668,694,1,0
137,370,1,0
137,329,1,0
137,244,1,0
137,694,1,0
329,370,1,0
244,370,1,0
370,694,1,0
244,329,1,0
329,694,1,0
244,694,1,0
156,202,1,0
202,967,1,0
202,815,1,0
202,978,1,0
153,202,1,0
202,800,1,0
156,967,1,0
156,815,1,0
156,978,1,0
153,156,1,0
156,800,1,0
815,967,1,0
967,978,1,0
153,967,1,0
800,967,1,0
815,978,1,0
153,815,1,0
800,815,4,0
153,978,1,0
800,978,1,0
153,800,1,0
159,988,1,9
206,1008,1,1
941,1008,1,1
733,1008,1,1
1008,1031,1,1
800,1008,1,1
206,941,1,1
206,733,1,1
206,1031,1,1
206,800,1,1
733,941,1,1
941,1031,1,1
800,941,1,1
733,1031,1,1
733,800,1,1
800,1031,1,1
249,800,5,33
249,927,1,0
223,249,1,0
249,363,1,0
249,590,1,0
249,712,2,17
249,521,4,16
800,927,1,0
223,800,1,0
363,800,1,0
590,800,1,0
712,800,2,17
521,800,4,16
223,927,1,0
363,927,1,0
590,927,1,0
712,927,1,0
521,927,1,0
223,363,1,0
223,590,1,0
223,712,1,0
223,521,1,0
363,590,1,0
363,712,1,0
363,521,1,0
590,712,1,0
521,590,1,0
521,712,1,0
155,337,2,0
337,606,2,0
337,815,2,0
337,565,3,0
337,593,2,0
179,337,2,0
337,800,3,0
155,606,1,0
155,815,1,0
155,565,2,0
155,593,1,0
155,179,1,0
155,800,3,0
606,815,3,0
565,606,2,0
593,606,2,0
179,606,2,0
606,800,3,0
565,815,2,0
593,815,2,0
179,815,2,0
565,593,2,0
179,565,2,0
565,800,3,0
179,593,2,0
593,800,2,0
179,800,2,0
161,337,1,0
161,800,1,0
161,654,1,0
161,618,1,0
161,593,1,0
161,565,1,0
161,179,1,0
161,815,1,0
161,606,1,0
337,654,2,0
337,618,1,0
654,800,2,0
618,800,1,0
618,654,1,0
593,654,1,0
565,654,2,0
179,654,1,0
654,815,1,0
606,654,1,0
593,618,1,0
565,618,1,0
179,618,1,0
618,815,1,0
606,618,1,0
203,606,1,0
529,606,1,0
606,940,1,0
537,606,1,0
203,815,1,0
529,815,1,0
815,940,1,0
537,815,1,0
203,529,1,0
203,940,1,0
203,800,1,0
203,537,1,0
529,940,1,0
529,800,1,0
529,537,1,0
800,940,1,0
537,940,1,0
537,800,1,0
158,969,1,1
231,969,1,1
509,969,1,1
158,231,1,1
158,509,1,1
231,509,1,1
155,654,1,0
114,654,1,0
654,779,1,0
654,777,1,0
114,155,1,0
155,779,1,0
155,777,1,0
114,779,1,0
114,777,1,0
114,337,1,0
114,565,1,0
114,800,1,0
777,779,1,0
337,779,1,0
565,779,1,0
779,800,1,0
337,777,1,0
565,777,1,0
777,800,1,0
839,1046,1,5
558,968,1,0
155,558,1,0
558,800,1,0
155,968,1,0
800,968,1,0
191,297,1,28
191,385,1,28
191,995,1,28
297,385,1,28
297,995,1,28
385,995,1,28
53,966,1,0
53,913,1,5
38,340,1,0
340,986,1,0
340,806,1,0
41,340,1,0
340,366,1,0
340,849,1,0
80,340,1,0
339,340,1,0
340,669,1,0
318,340,1,0
38,986,1,0
38,806,1,0
38,41,1,0
38,366,1,0
38,849,1,0
38,80,1,0
38,339,1,0
38,669,1,0
38,318,1,0
806,986,1,0
41,986,1,0
366,986,1,0
849,986,1,0
80,986,1,0
339,986,1,0
669,986,1,0
318,986,1,0
41,806,1,0
366,806,1,0
806,849,1,0
80,806,1,0
339,806,1,0
669,806,1,0
318,806,1,0
41,366,1,0
41,849,1,0
41,80,1,0
41,339,1,0
41,669,1,0
41,318,1,0
366,849,1,0
80,366,1,0
339,366,1,0
366,669,1,0
318,366,1,0
80,849,1,0
339,849,1,0
669,849,1,0
318,849,1,0
80,339,1,0
80,669,1,0
80,318,1,0
339,669,1,0
318,339,1,0
318,669,1,0
108,957,1,0
957,1022,1,0
108,1022,1,0
771,1073,3,10
113,771,1,0
315,714,1,2
327,530,3,7
327,504,3,8
327,774,2,6
307,327,3,7
221,327,3,7
250,327,3,7
504,530,2,6
530,774,2,6
307,530,3,7
221,530,3,7
250,530,3,7
504,774,2,6
307,504,2,6
221,504,2,6
250,504,2,6
307,774,2,6
221,774,2,6
250,774,2,6
221,307,3,7
250,307,3,7
221,250,3,7
34,1143,1,5
34,656,1,11
34,369,1,11
369,656,1,11
671,741,1,0
500,741,1,0
229,741,1,0
500,671,1,0
229,671,1,0
229,500,1,0
63,315,2,2
34,315,2,2
34,63,2,2
516,745,1,0
180,745,1,0
325,745,1,0
180,516,1,0
325,516,1,0
180,325,1,0
119,1012,1,2
119,719,1,2
119,970,1,2
119,675,1,2
119,693,1,2
119,555,1,2
719,1012,1,2
970,1012,1,2
675,1012,1,2
693,1012,1,2
555,1012,1,2
719,970,1,2
675,719,1,2
693,719,1,2
555,719,1,2
675,970,1,2
693,970,1,2
555,970,1,2
675,693,1,2
555,675,1,2
555,693,1,2
791,1177,1,0
665,973,1,0
665,818,1,0
665,697,1,0
818,973,1,0
697,973,1,0
697,818,5,16
461,664,1,0
664,818,2,2
664,697,2,2
461,818,1,0
461,697,1,0
353,910,1,0
178,239,1,0
178,378,1,0
178,951,1,0
178,505,1,0
178,851,1,0
239,378,1,0
239,951,1,0
239,505,1,0
239,851,1,0
378,951,1,0
378,505,1,0
378,851,1,0
505,951,1,0
851,951,1,0
505,851,1,0
64,790,1,0
296,996,1,0
93,996,1,0
93,296,1,0
301,1138,2,6
441,802,1,0
235,441,1,0
235,802,1,0
217,1048,1,2
204,1048,1,2
204,217,1,2
559,689,1,1
526,689,1,1
407,689,1,1
689,746,1,1
496,689,1,1
689,1180,1,1
689,818,1,1
526,559,1,1
407,559,1,1
559,746,1,1
496,559,1,1
559,1180,1,1
407,526,1,1
526,746,1,1
496,526,1,1
526,1180,1,1
526,818,1,1
407,746,1,1
407,496,1,1
407,1180,1,1
407,818,1,1
496,746,1,1
746,1180,1,1
746,818,1,1
496,1180,1,1
496,818,1,1
818,1180,1,1
32,949,0,0
32,205,0,0
32,319,0,0
520,949,1,1
743,949,1,1
205,949,1,1
319,949,1,1
143,949,1,1
205,520,1,1
319,520,1,1
205,743,1,1
319,743,1,1
205,319,1,1
143,205,1,1
143,319,1,1
234,559,1,0
903,1007,1,2
664,972,1,2
818,972,2,5
697,972,2,5
632,972,1,3
632,818,1,3
632,697,1,3
326,1107,1,2
818,1107,1,2
1107,1178,1,2
979,1009,1,12
818,979,1,12
818,1009,1,12
404,736,1,0
404,495,1,0
404,604,1,0
495,736,1,0
604,736,1,0
495,604,1,0
234,879,1,16
234,447,2,45
447,879,1,16
216,863,1,2
135,863,1,2
135,216,1,2
816,980,1,1
666,697,1,11
666,818,1,11
326,1106,1,0
1106,1178,1,0
234,300,1,6
234,326,1,6
300,326,1,6
359,361,1,48
102,361,1,48
361,554,1,48
361,1166,1,48
361,522,1,48
18,361,1,48
75,361,1,48
361,1134,1,48
398,1077,1,0
398,987,1,0
398,1054,1,0
398,791,1,0
398,758,1,0
987,1077,1,0
1054,1077,1,0
791,1077,1,0
758,1077,1,0
987,1054,1,0
791,987,1,0
758,987,1,0
791,1054,1,0
758,1054,1,0
758,791,1,0
433,696,1,0
696,785,1,0
696,818,1,0
433,785,1,0
433,818,1,0
785,818,1,0
73,455,1,0
455,859,1,0
347,455,1,0
214,455,1,0
455,908,1,0
73,859,1,0
73,347,1,0
73,214,1,0
73,908,1,0
347,859,1,0
214,859,1,0
859,908,1,0
214,347,2,1
347,908,1,0
214,908,1,0
95,1115,1,2
95,820,1,1
257,820,1,1
528,820,1,1
347,820,1,1
214,820,1,1
95,257,1,1
95,528,1,1
95,347,1,1
95,214,1,1
257,528,1,1
257,347,1,1
214,257,1,1
347,528,1,1
214,528,1,1
95,842,1,0
615,674,1,0
347,615,2,3
347,674,1,0
46,615,1,3
312,615,1,3
615,683,1,3
368,615,1,3
46,312,1,3
46,683,1,3
46,368,1,3
46,347,1,3
312,683,1,3
312,368,1,3
312,347,1,3
368,683,1,3
347,683,1,3
347,368,1,3
258,740,1,0
740,860,1,0
740,792,1,0
258,860,1,0
258,792,1,0
792,860,1,0
492,639,1,3
492,952,1,3
492,1051,1,3
492,780,1,3
492,956,1,3
492,542,1,3
1,492,1,3
492,1121,1,3
218,492,1,3
492,1052,1,3
446,492,1,3
464,492,1,3
639,952,1,3
639,1051,1,3
639,780,1,3
639,956,1,3
542,639,1,3
1,639,1,3
639,1121,1,3
218,639,1,3
639,1052,1,3
446,639,1,3
464,639,1,3
952,1051,1,3
780,952,1,3
952,956,1,3
542,952,1,3
1,952,1,3
952,1121,1,3
218,952,1,3
952,1052,1,3
446,952,1,3
464,952,1,3
780,1051,1,3
956,1051,1,3
542,1051,1,3
1,1051,1,3
1051,1121,1,3
218,1051,1,3
1051,1052,1,3
446,1051,1,3
464,1051,1,3
780,956,1,3
542,780,1,3
1,780,1,3
780,1121,1,3
218,780,1,3
780,1052,1,3
446,780,1,3
464,780,1,3
542,956,1,3
1,956,1,3
956,1121,1,3
218,956,1,3
956,1052,1,3
446,956,1,3
464,956,1,3
1,542,1,3
542,1121,1,3
218,542,1,3
542,1052,1,3
446,542,1,3
464,542,1,3
1,1121,1,3
1,218,1,3
1,1052,1,3
1,446,1,3
1,464,1,3
218,1121,1,3
1052,1121,1,3
446,1121,1,3
464,1121,1,3
218,1052,1,3
218,446,1,3
218,464,1,3
446,1052,1,3
464,1052,1,3
446,464,1,3
492,718,2,13
492,1050,2,13
492,702,2,13
492,1086,2,13
718,1050,2,13
702,718,2,13
718,1086,2,13
702,1050,2,13
1050,1086,2,13
702,1086,2,13
135,492,1,9
135,702,1,9
135,718,1,9
135,1050,1,9
135,1086,1,9
684,720,2,9
431,545,1,0
436,545,1,0
545,1169,1,0
142,545,1,0
545,1145,1,0
431,436,1,0
431,1169,1,0
142,431,1,0
431,1145,1,0
436,1169,1,0
142,436,1,0
436,1145,1,0
142,1169,1,0
1145,1169,1,0
142,1145,1,0
427,601,1,0
3,601,1,0
154,601,1,0
3,427,1,0
154,427,1,0
3,154,1,0
301,647,1,0
301,362,1,0
362,647,1,0
1085,1179,1,128
887,1085,1,128
517,962,1,0
322,887,2,6
